air_intrinsic_declare,n_os,os_list,example_module
declare i32 @air.get_channel_order_depth_2d_array(ptr addrspace(1) nocapture readonly) local_unnamed_addr #5,1,osx,libopencl_rt_osx.a!image-read-write.metal.air
declare i32 @air.get_channel_order_depth_2d_ms(ptr addrspace(1) nocapture readonly) local_unnamed_addr #5,1,osx,libopencl_rt_osx.a!image-read-write.metal.air
declare i32 @air.get_channel_order_depth_2d_ms_array(ptr addrspace(1) nocapture readonly) local_unnamed_addr #5,1,osx,libopencl_rt_osx.a!image-read-write.metal.air
declare i32 @air.get_channel_order_texture_1d(ptr addrspace(1) nocapture readonly) local_unnamed_addr #5,1,osx,libopencl_rt_osx.a!image-read-write.metal.air
declare i32 @air.get_channel_order_texture_1d_array(ptr addrspace(1) nocapture readonly) local_unnamed_addr #5,1,osx,libopencl_rt_osx.a!image-read-write.metal.air
declare i32 @air.get_channel_order_texture_2d(ptr addrspace(1) nocapture readonly) local_unnamed_addr #5,1,osx,libopencl_rt_osx.a!image-read-write.metal.air
declare i32 @air.get_channel_order_texture_2d_array(ptr addrspace(1) nocapture readonly) local_unnamed_addr #5,1,osx,libopencl_rt_osx.a!image-read-write.metal.air
declare i32 @air.get_channel_order_texture_2d_ms(ptr addrspace(1) nocapture readonly) local_unnamed_addr #5,1,osx,libopencl_rt_osx.a!image-read-write.metal.air
declare i32 @air.get_channel_order_texture_2d_ms_array(ptr addrspace(1) nocapture readonly) local_unnamed_addr #5,1,osx,libopencl_rt_osx.a!image-read-write.metal.air
declare i32 @air.get_channel_order_texture_3d(ptr addrspace(1) nocapture readonly) local_unnamed_addr #5,1,osx,libopencl_rt_osx.a!image-read-write.metal.air
declare i32 @air.get_channel_order_texture_buffer_1d(ptr addrspace(1) nocapture readonly) local_unnamed_addr #5,1,osx,libopencl_rt_osx.a!image-read-write.metal.air
"declare i32 @air.get_depth_texture_3d(ptr addrspace(1) nocapture readonly, i32) local_unnamed_addr #5",1,osx,libopencl_rt_osx.a!image-read-write.metal.air
declare i32 @air.get_global_id.i32(i32) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!work-item.metal.air
declare i32 @air.get_global_offset.i32(i32) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!work-item.metal.air
declare i32 @air.get_global_size.i32(i32) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!work-item.metal.air
declare i32 @air.get_group_id.i32(i32) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!work-item.metal.air
"declare i32 @air.get_height_depth_2d(ptr addrspace(1) nocapture readonly, i32) local_unnamed_addr #5",1,osx,libopencl_rt_osx.a!image-read-write.metal.air
"declare i32 @air.get_height_depth_2d_array(ptr addrspace(1) nocapture readonly, i32) local_unnamed_addr #5",1,osx,libopencl_rt_osx.a!image-read-write.metal.air
declare i32 @air.get_height_depth_2d_ms(ptr addrspace(1) nocapture readonly) local_unnamed_addr #5,1,osx,libopencl_rt_osx.a!image-read-write.metal.air
declare i32 @air.get_height_depth_2d_ms_array(ptr addrspace(1) nocapture readonly) local_unnamed_addr #5,1,osx,libopencl_rt_osx.a!image-read-write.metal.air
"declare i32 @air.get_height_texture_2d(ptr addrspace(1) nocapture readonly, i32) local_unnamed_addr #5",1,osx,libopencl_rt_osx.a!image-read-write.metal.air
"declare i32 @air.get_height_texture_2d_array(ptr addrspace(1) nocapture readonly, i32) local_unnamed_addr #5",1,osx,libopencl_rt_osx.a!image-read-write.metal.air
declare i32 @air.get_height_texture_2d_ms(ptr addrspace(1) nocapture readonly) local_unnamed_addr #5,1,osx,libopencl_rt_osx.a!image-read-write.metal.air
declare i32 @air.get_height_texture_2d_ms_array(ptr addrspace(1) nocapture readonly) local_unnamed_addr #5,1,osx,libopencl_rt_osx.a!image-read-write.metal.air
"declare i32 @air.get_height_texture_3d(ptr addrspace(1) nocapture readonly, i32) local_unnamed_addr #5",1,osx,libopencl_rt_osx.a!image-read-write.metal.air
declare i32 @air.get_local_id.i32(i32) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!work-item.metal.air
declare i32 @air.get_local_size.i32(i32) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!work-item.metal.air
declare i32 @air.get_num_groups.i32(i32) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!work-item.metal.air
declare i32 @air.get_num_samples_depth_2d_ms(ptr addrspace(1) nocapture readonly) local_unnamed_addr #5,1,osx,libopencl_rt_osx.a!image-read-write.metal.air
declare i32 @air.get_num_samples_depth_2d_ms_array(ptr addrspace(1) nocapture readonly) local_unnamed_addr #5,1,osx,libopencl_rt_osx.a!image-read-write.metal.air
declare i32 @air.get_num_samples_texture_2d_ms(ptr addrspace(1) nocapture readonly) local_unnamed_addr #5,1,osx,libopencl_rt_osx.a!image-read-write.metal.air
declare i32 @air.get_num_samples_texture_2d_ms_array(ptr addrspace(1) nocapture readonly) local_unnamed_addr #5,1,osx,libopencl_rt_osx.a!image-read-write.metal.air
"declare i32 @air.get_width_depth_2d(ptr addrspace(1) nocapture readonly, i32) local_unnamed_addr #5",1,osx,libopencl_rt_osx.a!image-read-write.metal.air
"declare i32 @air.get_width_depth_2d_array(ptr addrspace(1) nocapture readonly, i32) local_unnamed_addr #5",1,osx,libopencl_rt_osx.a!image-read-write.metal.air
declare i32 @air.get_width_depth_2d_ms(ptr addrspace(1) nocapture readonly) local_unnamed_addr #5,1,osx,libopencl_rt_osx.a!image-read-write.metal.air
declare i32 @air.get_width_depth_2d_ms_array(ptr addrspace(1) nocapture readonly) local_unnamed_addr #5,1,osx,libopencl_rt_osx.a!image-read-write.metal.air
"declare i32 @air.get_width_texture_1d(ptr addrspace(1) nocapture readonly, i32) local_unnamed_addr #5",1,osx,libopencl_rt_osx.a!image-read-write.metal.air
"declare i32 @air.get_width_texture_1d_array(ptr addrspace(1) nocapture readonly, i32) local_unnamed_addr #5",1,osx,libopencl_rt_osx.a!image-read-write.metal.air
"declare i32 @air.get_width_texture_2d(ptr addrspace(1) nocapture readonly, i32) local_unnamed_addr #5",1,osx,libopencl_rt_osx.a!image-read-write.metal.air
"declare i32 @air.get_width_texture_2d_array(ptr addrspace(1) nocapture readonly, i32) local_unnamed_addr #5",1,osx,libopencl_rt_osx.a!image-read-write.metal.air
declare i32 @air.get_width_texture_2d_ms(ptr addrspace(1) nocapture readonly) local_unnamed_addr #5,1,osx,libopencl_rt_osx.a!image-read-write.metal.air
declare i32 @air.get_width_texture_2d_ms_array(ptr addrspace(1) nocapture readonly) local_unnamed_addr #5,1,osx,libopencl_rt_osx.a!image-read-write.metal.air
"declare i32 @air.get_width_texture_3d(ptr addrspace(1) nocapture readonly, i32) local_unnamed_addr #5",1,osx,libopencl_rt_osx.a!image-read-write.metal.air
declare i32 @air.get_width_texture_buffer_1d(ptr addrspace(1) nocapture readonly) local_unnamed_addr #5,1,osx,libopencl_rt_osx.a!image-read-write.metal.air
declare i32 @air.get_work_dim.i32() local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!work-item.metal.air
"declare i32 @air.hadd.s.i32(i32, i32) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i32 @air.hadd.u.i32(i32, i32) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i32 @air.mad24.s.i32(i32, i32, i32) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i32 @air.mad24.u.i32(i32, i32, i32) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i32 @air.mad_hi.s.i32(i32, i32, i32) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i32 @air.mad_hi.u.i32(i32, i32, i32) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i32 @air.mad_sat.s.i32(i32, i32, i32) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i32 @air.mad_sat.u.i32(i32, i32, i32) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i32 @air.max.s.i32(i32, i32) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!image-read-write.metal.air
"declare i32 @air.max.u.i32(i32, i32) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i32 @air.min.s.i32(i32, i32) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i32 @air.min.u.i32(i32, i32) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i32 @air.mul24.s.i32(i32, i32) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i32 @air.mul24.u.i32(i32, i32) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i32 @air.mul_hi.s.i32(i32, i32) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i32 @air.mul_hi.u.i32(i32, i32) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
declare i32 @air.popcount.i32(i32) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i32 @air.rhadd.s.i32(i32, i32) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i32 @air.rhadd.u.i32(i32, i32) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i32 @air.rotate.i32(i32, i32) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i32 @air.sub_sat.s.i32(i32, i32) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i32 @air.sub_sat.u.i32(i32, i32) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i32 @air.vprintf(ptr addrspace(2), ptr) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!printf.metal.air
declare i64 @air.abs.s.i64(i64) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!integer.metal.air
declare i64 @air.abs.u.i64(i64) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i64 @air.abs_diff.s.i64(i64, i64) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i64 @air.abs_diff.u.i64(i64, i64) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i64 @air.add_sat.s.i64(i64, i64) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i64 @air.add_sat.u.i64(i64, i64) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i64 @air.clamp.s.i64(i64, i64, i64) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i64 @air.clamp.u.i64(i64, i64, i64) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!integer.metal.air
"declare i64 @air.clz.i64(i64, i1) local_unnamed_addr #1",10,ios;iosmac;iossim;osx;tvos;tvossim;watchos;watchossim;xros;xrossim,libair_rt_ios.rtlib!__air_impl_convert_f_f64_f_f32
declare i64 @air.convert.s.i64.f.f16.rte(half) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.f.f16.rte.sat(half) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.f.f16.rtn(half) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.f.f16.rtn.sat(half) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.f.f16.rtp(half) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.f.f16.rtp.sat(half) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.f.f16.rtz(half) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.f.f16.rtz.sat(half) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.f.f32.rte(float) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.f.f32.rte.sat(float) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.f.f32.rtn(float) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.f.f32.rtn.sat(float) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.f.f32.rtp(float) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.f.f32.rtp.sat(float) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.f.f32.rtz(float) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.f.f32.rtz.sat(float) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.f.f64.rte(double) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.f.f64.rte.sat(double) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.f.f64.rtn(double) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.f.f64.rtn.sat(double) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.f.f64.rtp(double) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.f.f64.rtp.sat(double) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.f.f64.rtz(double) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.f.f64.rtz.sat(double) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.s.i16.rte(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.s.i16.rte.sat(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.s.i16.rtn(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.s.i16.rtn.sat(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.s.i16.rtp(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.s.i16.rtp.sat(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.s.i16.rtz(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.s.i16.rtz.sat(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.s.i32.rte(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.s.i32.rte.sat(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.s.i32.rtn(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.s.i32.rtn.sat(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.s.i32.rtp(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.s.i32.rtp.sat(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.s.i32.rtz(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.s.i32.rtz.sat(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.s.i8.rte(i8) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.s.i8.rte.sat(i8) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.s.i8.rtn(i8) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.s.i8.rtn.sat(i8) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.s.i8.rtp(i8) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.s.i8.rtp.sat(i8) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.s.i8.rtz(i8) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.s.i8.rtz.sat(i8) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.u.i16.rte(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.u.i16.rte.sat(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.u.i16.rtn(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.u.i16.rtn.sat(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.u.i16.rtp(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.u.i16.rtp.sat(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.u.i16.rtz(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.u.i16.rtz.sat(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.u.i32.rte(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.u.i32.rte.sat(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.u.i32.rtn(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.u.i32.rtn.sat(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.u.i32.rtp(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.u.i32.rtp.sat(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.u.i32.rtz(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.u.i32.rtz.sat(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.u.i64.rte(i64) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.u.i64.rte.sat(i64) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.u.i64.rtn(i64) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.u.i64.rtn.sat(i64) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.u.i64.rtp(i64) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.u.i64.rtp.sat(i64) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.u.i64.rtz(i64) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.u.i64.rtz.sat(i64) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.u.i8.rte(i8) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.u.i8.rte.sat(i8) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.u.i8.rtn(i8) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.u.i8.rtn.sat(i8) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.u.i8.rtp(i8) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.u.i8.rtp.sat(i8) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.u.i8.rtz(i8) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.s.i64.u.i8.rtz.sat(i8) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.f.f16.rte(half) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.f.f16.rte.sat(half) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.f.f16.rtn(half) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.f.f16.rtn.sat(half) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.f.f16.rtp(half) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.f.f16.rtp.sat(half) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.f.f16.rtz(half) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.f.f16.rtz.sat(half) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.f.f32.rte(float) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.f.f32.rte.sat(float) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.f.f32.rtn(float) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.f.f32.rtn.sat(float) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.f.f32.rtp(float) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.f.f32.rtp.sat(float) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.f.f32.rtz(float) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.f.f32.rtz.sat(float) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.f.f64.rte(double) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.f.f64.rte.sat(double) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.f.f64.rtn(double) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.f.f64.rtn.sat(double) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.f.f64.rtp(double) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.f.f64.rtp.sat(double) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.f.f64.rtz(double) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.f.f64.rtz.sat(double) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.s.i16.rte(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.s.i16.rte.sat(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.s.i16.rtn(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.s.i16.rtn.sat(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.s.i16.rtp(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.s.i16.rtp.sat(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.s.i16.rtz(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.s.i16.rtz.sat(i16) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.s.i32.rte(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.s.i32.rte.sat(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.s.i32.rtn(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.s.i32.rtn.sat(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
declare i64 @air.convert.u.i64.s.i32.rtp(i32) local_unnamed_addr #2,1,osx,libopencl_rt_osx.a!explicit-conversions.metal.air
