layer,component,item,kind,n_items,ir_vocab,evidence,source_ref,implement_status,notes
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_instancing_world_space_data_instance_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_instancing_world_space_data_instance_motion,inventory,air=11 llvm=3 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_instancing_world_space_data_primitive_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_clamp;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_instancing_world_space_data_primitive_motion,inventory,air=13 llvm=3 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_instancing_world_space_data_primitive_motion_instance_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_clamp;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_instancing_world_space_data_primitive_motion_instance_motion,inventory,air=13 llvm=3 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_multi_level_instancing,module,1,air.any;air.dot;air.fast_fabs;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_multi_level_instancing,inventory,air=8 llvm=2 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_multi_level_instancing_curve_data,module,1,air.any;air.dot;air.fast_fabs;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_multi_level_instancing_curve_data,inventory,air=8 llvm=2 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_multi_level_instancing_curve_data_instance_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_multi_level_instancing_curve_data_instance_motion,inventory,air=11 llvm=2 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_multi_level_instancing_curve_data_primitive_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_clamp;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_multi_level_instancing_curve_data_primitive_motion,inventory,air=13 llvm=2 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_multi_level_instancing_curve_data_primitive_motion_instance_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_clamp;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_multi_level_instancing_curve_data_primitive_motion_instance_motion,inventory,air=13 llvm=2 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_multi_level_instancing_curve_data_world_space_data,module,1,air.any;air.dot;air.fast_fabs;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_multi_level_instancing_curve_data_world_space_data,inventory,air=8 llvm=2 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_multi_level_instancing_curve_data_world_space_data_instance_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_multi_level_instancing_curve_data_world_space_data_instance_motion,inventory,air=11 llvm=2 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_multi_level_instancing_curve_data_world_space_data_primitive_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_clamp;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_multi_level_instancing_curve_data_world_space_data_primitive_motion,inventory,air=13 llvm=2 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_multi_level_instancing_curve_data_world_space_data_primitive_motion_instance_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_clamp;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_multi_level_instancing_curve_data_world_space_data_primitive_motion_instance_motion,inventory,air=13 llvm=2 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_multi_level_instancing_instance_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_multi_level_instancing_instance_motion,inventory,air=11 llvm=2 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_multi_level_instancing_primitive_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_clamp;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_multi_level_instancing_primitive_motion,inventory,air=13 llvm=2 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_multi_level_instancing_primitive_motion_instance_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_clamp;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_multi_level_instancing_primitive_motion_instance_motion,inventory,air=13 llvm=2 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_multi_level_instancing_triangle_data,module,1,air.any;air.dot;air.fast_fabs;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_multi_level_instancing_triangle_data,inventory,air=8 llvm=2 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_multi_level_instancing_triangle_data_curve_data,module,1,air.any;air.dot;air.fast_fabs;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_multi_level_instancing_triangle_data_curve_data,inventory,air=8 llvm=2 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_multi_level_instancing_triangle_data_curve_data_instance_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_multi_level_instancing_triangle_data_curve_data_instance_motion,inventory,air=11 llvm=2 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_multi_level_instancing_triangle_data_curve_data_primitive_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_clamp;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_multi_level_instancing_triangle_data_curve_data_primitive_motion,inventory,air=13 llvm=2 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_multi_level_instancing_triangle_data_curve_data_primitive_motion_instance_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_clamp;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_multi_level_instancing_triangle_data_curve_data_primitive_motion_instance_motion,inventory,air=13 llvm=2 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_multi_level_instancing_triangle_data_curve_data_world_space_data,module,1,air.any;air.dot;air.fast_fabs;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_multi_level_instancing_triangle_data_curve_data_world_space_data,inventory,air=8 llvm=2 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_multi_level_instancing_triangle_data_curve_data_world_space_data_instance_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_multi_level_instancing_triangle_data_curve_data_world_space_data_instance_motion,inventory,air=11 llvm=2 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_multi_level_instancing_triangle_data_curve_data_world_space_data_primitive_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_clamp;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_multi_level_instancing_triangle_data_curve_data_world_space_data_primitive_motion,inventory,air=13 llvm=2 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_multi_level_instancing_triangle_data_curve_data_world_space_data_primitive_motion_instance_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_clamp;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_multi_level_instancing_triangle_data_curve_data_world_space_data_primitive_motion_instance_motion,inventory,air=13 llvm=2 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_multi_level_instancing_triangle_data_instance_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_multi_level_instancing_triangle_data_instance_motion,inventory,air=11 llvm=2 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_multi_level_instancing_triangle_data_primitive_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_clamp;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_multi_level_instancing_triangle_data_primitive_motion,inventory,air=13 llvm=2 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_multi_level_instancing_triangle_data_primitive_motion_instance_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_clamp;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_multi_level_instancing_triangle_data_primitive_motion_instance_motion,inventory,air=13 llvm=2 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_multi_level_instancing_triangle_data_world_space_data,module,1,air.any;air.dot;air.fast_fabs;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_multi_level_instancing_triangle_data_world_space_data,inventory,air=8 llvm=2 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_multi_level_instancing_triangle_data_world_space_data_instance_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_multi_level_instancing_triangle_data_world_space_data_instance_motion,inventory,air=11 llvm=2 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_multi_level_instancing_triangle_data_world_space_data_primitive_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_clamp;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_multi_level_instancing_triangle_data_world_space_data_primitive_motion,inventory,air=13 llvm=2 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_multi_level_instancing_triangle_data_world_space_data_primitive_motion_instance_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_clamp;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_multi_level_instancing_triangle_data_world_space_data_primitive_motion_instance_motion,inventory,air=13 llvm=2 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_multi_level_instancing_world_space_data,module,1,air.any;air.dot;air.fast_fabs;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_multi_level_instancing_world_space_data,inventory,air=8 llvm=2 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_multi_level_instancing_world_space_data_instance_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_multi_level_instancing_world_space_data_instance_motion,inventory,air=11 llvm=2 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_multi_level_instancing_world_space_data_primitive_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_clamp;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_multi_level_instancing_world_space_data_primitive_motion,inventory,air=13 llvm=2 int=0
L4-rtlib,MTLRaytracingRuntime.rtlib,__air_raytracing_impl_intersect_multi_level_instancing_world_space_data_primitive_motion_instance_motion,module,1,air.any;air.convert.f.f32.s;air.convert.s.i32.f;air.dot;air.fast_clamp;air.fast_fabs;air.fast_floor;air.fast_fmax;air.fast_fmin;air.fma;air.get_function_pointer_visible_function_table;air.is_null_visible_function_table,apple_rtlib_ir,lib/darwin/MTLRaytracingRuntime.rtlib::__air_raytracing_impl_intersect_multi_level_instancing_world_space_data_primitive_motion_instance_motion,inventory,air=13 llvm=2 int=0
