cell,scene,air_candidate,stage1_source,probe_method
__metal_get_num_samples_depth_2d_ms_t,P06,air.get.num.samples.depth.2d.ms.t,manual_needed,__bits/metal_depth2d_ms:270: return __metal_get_num_samples_depth_2d_ms_t(derived.t);
__metal_get_object_to_world_transform_intersection_result,P10,air.get.object.to.world.transform.intersection.result,manual_needed,metal_raytracing:2362: __metal_get_object_to_world_transform_intersection_result(
__metal_get_primitive_acceleration_structure_instance_acceleration_structure,P10,air.get.primitive.acceleration.structure.instance.acceleration.structure,manual_needed,metal_raytracing:739: return Derived<ResultTags...>(__metal_get_primitive_acceleration_structure_instance_acceleration_s
__metal_get_primitive_data_intersection_result,P10,air.get.primitive.data.intersection.result,manual_needed,metal_raytracing:2409: return __metal_get_primitive_data_intersection_result(
__metal_get_primitive_id_intersection_result,P10,air.get.primitive.id.intersection.result,manual_needed,metal_raytracing:2403: return __metal_get_primitive_id_intersection_result(
__metal_get_ray_direction_intersection_result,P10,air.get.ray.direction.intersection.result,manual_needed,metal_raytracing:2421: return __metal_get_ray_direction_intersection_result(
__metal_get_ray_min_distance_intersection_query,P10,air.get.ray.min.distance.intersection.query,manual_needed,metal_raytracing:4444: return __metal_get_ray_min_distance_intersection_query(
__metal_get_ray_min_distance_intersection_result,P10,air.get.ray.min.distance.intersection.result,manual_needed,metal_raytracing:2427: return __metal_get_ray_min_distance_intersection_result(
__metal_get_ray_origin_intersection_result,P10,air.get.ray.origin.intersection.result,manual_needed,metal_raytracing:2415: return __metal_get_ray_origin_intersection_result(
__metal_get_read_sampler,P06,air.get.read.sampler,manual_needed,"__bits/metal_depth2d:1360: return __metal_read_depth_2d_t(derived.t, __metal_get_read_sampler(), coord, ushort2(0), lod,"
__metal_get_resource_id_instance_acceleration_structure,P10,air.get.resource.id.instance.acceleration.structure,manual_needed,metal_raytracing:693: return {__metal_get_resource_id_instance_acceleration_structure(as)};
__metal_get_resource_id_primitive_acceleration_structure,P10,air.get.resource.id.primitive.acceleration.structure,manual_needed,metal_raytracing:672: return {__metal_get_resource_id_primitive_acceleration_structure(as)};
__metal_get_sample_position,P06,air.get.sample.position,manual_needed,"metal_graphics:177: return __metal_get_sample_position(indx, 0);"
__metal_get_sampler,P06,air.get.sampler,manual_needed,"__bits/metal_texture_common:846: return __metal_get_sampler(s.s_address_v, s.t_address_v, s.r_address_v,"
__metal_get_simdgroup_size,P08,air.get.simdgroup.size,manual_needed,"metal_simdgroup:222: return __metal_simd_shuffle_and_fill_down(data, filling_data, delta, __metal_get_simdgroup_size(ush"
__metal_get_size_command_buffer,UNASSIGNED,air.get.size.command.buffer,manual_needed,metal_command_buffer:173: return __metal_get_size_command_buffer(t);
__metal_get_size_intersection_function_table,P10,air.get.size.intersection.function.table,manual_needed,metal_raytracing:1610: return __metal_get_size_intersection_function_table(t);
__metal_get_size_visible_function_table,P10,air.get.size.visible.function.table,manual_needed,metal_visible_function_table:413: return __metal_get_size_visible_function_table(t);
__metal_get_stride_tensor,P11,air.get.stride.tensor,manual_needed,"metal_tensor:597: return __metal_get_stride_tensor(static_cast<const thread  tensor_type *>(this)->handle(),"
__metal_get_tensor_handle,P11,air.get.tensor.handle,manual_needed,metal_tensor:2171: return __metal_get_tensor_handle(this);
__metal_get_triangle_barycentric_coord_intersection_result,P10,air.get.triangle.barycentric.coord.intersection.result,manual_needed,metal_raytracing:2309: return __metal_get_triangle_barycentric_coord_intersection_result(
__metal_get_type_intersection_result,P10,air.get.type.intersection.result,manual_needed,metal_raytracing:2279: return static_cast<intersection_type>(__metal_get_type_intersection_result(_build_intersection_fl
__metal_get_user_instance_id_intersection_result,P10,air.get.user.instance.id.intersection.result,manual_needed,metal_raytracing:2249: return __metal_get_user_instance_id_intersection_result(
__metal_get_vertex_value,P06,air.get.vertex.value,manual_needed,"metal_vertex_value:26: return __metal_get_vertex_value(impl, int(i), T());"
__metal_get_visible_function_table_intersection_function_table,P10,air.get.visible.function.table.intersection.function.table,manual_needed,"metal_raytracing:1656: __metal_get_visible_function_table_intersection_function_table(t, index)"
__metal_get_width_depth_2d_array_t,P06,air.get.width.depth.2d.array.t,manual_needed,"__bits/metal_depth2d_array:1797: return __metal_get_width_depth_2d_array_t(derived.t, lod);"
__metal_get_width_depth_2d_ms_array_t,P06,air.get.width.depth.2d.ms.array.t,manual_needed,__bits/metal_depth2d_ms_array:261: return __metal_get_width_depth_2d_ms_array_t(derived.t);
__metal_get_width_depth_2d_ms_t,P06,air.get.width.depth.2d.ms.t,manual_needed,__bits/metal_depth2d_ms:260: return __metal_get_width_depth_2d_ms_t(derived.t);
__metal_get_width_depth_2d_t,P06,air.get.width.depth.2d.t,manual_needed,"__bits/metal_depth2d:1797: return __metal_get_width_depth_2d_t(derived.t, lod);"
__metal_get_width_depth_cube_array_t,P06,air.get.width.depth.cube.array.t,manual_needed,"__bits/metal_depthcube_array:1786: return __metal_get_width_depth_cube_array_t(derived.t, lod);"
__metal_get_width_depth_cube_t,P06,air.get.width.depth.cube.t,manual_needed,"__bits/metal_depthcube:1799: return __metal_get_width_depth_cube_t(derived.t, lod);"
__metal_get_width_texture_cube_array_t,P06,air.get_width_texture_cube_array,manual_needed,"__bits/metal_texturecube_array:2240: return __metal_get_width_texture_cube_array_t(derived.t, lod);"
__metal_get_width_texture_cube_t,P06,air.get_width_texture_cube,manual_needed,"__bits/metal_texturecube:2250: return __metal_get_width_texture_cube_t(derived.t, lod);"
__metal_get_world_space_ray_direction_intersection_query,P10,air.get.world.space.ray.direction.intersection.query,manual_needed,metal_raytracing:4438: return __metal_get_world_space_ray_direction_intersection_query(
__metal_get_world_space_ray_origin_intersection_query,P10,air.get.world.space.ray.origin.intersection.query,manual_needed,metal_raytracing:4432: return __metal_get_world_space_ray_origin_intersection_query(
__metal_get_world_to_object_transform_intersection_result,P10,air.get.world.to.object.transform.intersection.result,manual_needed,metal_raytracing:2352: __metal_get_world_to_object_transform_intersection_result(
__metal_ilogb,P03,air.ilogb,auto_wrapper,"metal_math:161: return __metal_ilogb(x, __METAL_FAST_MATH__);"
__metal_imageblock_explicit_data,P06,air.imageblock.data,manual_needed,"metal_imageblocks:184: return __metal_imageblock_explicit_data(_imgblock, uint(0), coord, ushort(0), T());"
__metal_imageblock_explicit_mask_write,P06,air.imageblock.mask.write,manual_needed,"metal_imageblocks:216: __metal_imageblock_explicit_mask_write(data(coord), color_coverage_mask, &t);"
__metal_imageblock_implicit_data,P06,air.imageblock.implicit.data,manual_needed,"metal_imageblocks:255: return imageblock_slice<E, imageblock_layout_implicit>(__metal_imageblock_implicit_data(_imgblock"
__metal_imageblock_implicit_mask_write,P06,air.imageblock.implicit.mask.write,manual_needed,"metal_imageblocks:249: __metal_imageblock_implicit_mask_write(_imgblock, coord, color_coverage_mask, &data);"
__metal_imageblock_implicit_read,P06,air.imageblock.implicit.read,manual_needed,"metal_imageblocks:226: __metal_imageblock_implicit_read(_imgblock, uint(0), coord, ushort(0), &data);"
__metal_imageblock_implicit_write,P06,air.imageblock.implicit.write,manual_needed,"metal_imageblocks:239: __metal_imageblock_implicit_write(_imgblock, uint(0), coord, ushort(0), &data);"
__metal_imageblock_t,P06,air.imageblock.t,manual_needed,metal_imageblocks:173: __metal_imageblock_t _imgblock;
__metal_init_strided_tensor,P11,air.init.strided.tensor,manual_needed,"metal_tensor:1856: __metal_init_strided_tensor(handle(), 0, (thread char *) nullptr, nullptr, nullptr, uint16_t());"
__metal_insert_bits,P04,air.insert.bits,auto_wrapper,"metal_integer:50: return __metal_insert_bits(base, insert, offset, bits);"
__metal_instance_acceleration_structure_t,P10,air.instance.acceleration.structure.t,manual_needed,metal_raytracing:681: using handle_type = __metal_instance_acceleration_structure_t;
__metal_interpolant_t,P06,air.interpolant.t,manual_needed,metal_interpolate:46: __metal_interpolant_t impl;
__metal_interpolate_center_no_perspective,P06,air.interpolate.center.no.perspective,manual_needed,"metal_interpolate:54: return __metal_interpolate_center_no_perspective(impl, T());"
__metal_interpolate_center_perspective,P06,air.interpolate.center.perspective,manual_needed,"metal_interpolate:30: return __metal_interpolate_center_perspective(impl, T());"
__metal_interpolate_centroid_no_perspective,P06,air.interpolate.centroid.no.perspective,manual_needed,"metal_interpolate:58: return __metal_interpolate_centroid_no_perspective(impl, T());"
__metal_interpolate_centroid_perspective,P06,air.interpolate.centroid.perspective,manual_needed,"metal_interpolate:34: return __metal_interpolate_centroid_perspective(impl, T());"
__metal_interpolate_offset_no_perspective,P06,air.interpolate.offset.no.perspective,manual_needed,"metal_interpolate:66: return __metal_interpolate_offset_no_perspective(impl, offset, T());"
__metal_interpolate_offset_perspective,P06,air.interpolate.offset.perspective,manual_needed,"metal_interpolate:42: return __metal_interpolate_offset_perspective(impl, offset, T());"
__metal_interpolate_sample_no_perspective,P06,air.interpolate.sample.no.perspective,manual_needed,"metal_interpolate:62: return __metal_interpolate_sample_no_perspective(impl, sample, T());"
__metal_interpolate_sample_perspective,P06,air.interpolate.sample.perspective,manual_needed,"metal_interpolate:38: return __metal_interpolate_sample_perspective(impl, sample, T());"
__metal_intersect,P10,air.intersect,manual_needed,metal_raytracing:2465: __metal_intersect(
__metal_intersect_direct_access,P10,air.intersect.direct.access,manual_needed,metal_raytracing:2546: __metal_intersect_direct_access(
__metal_intersection_function_table_t,P10,air.intersection.function.table.t,manual_needed,metal_raytracing:1868: __metal_intersection_function_table_t t;
__metal_intersection_query_t,P10,air.intersection.query.t,manual_needed,metal_raytracing:4552: __metal_intersection_query_t q;
__metal_intersection_result_t,P10,air.intersection.result.t,manual_needed,metal_raytracing:2432: __metal_intersection_result_t result;
__metal_is_candidate_non_opaque_bounding_box_intersection_query,P10,air.is.candidate.non.opaque.bounding.box.intersection.query,manual_needed,metal_raytracing:4471: return __metal_is_candidate_non_opaque_bounding_box_intersection_query(
__metal_is_candidate_triangle_front_facing_intersection_query,P10,air.is.candidate.triangle.front.facing.intersection.query,manual_needed,metal_raytracing:4302: return __metal_is_candidate_triangle_front_facing_intersection_query(
__metal_is_committed_triangle_front_facing_intersection_query,P10,air.is.committed.triangle.front.facing.intersection.query,manual_needed,metal_raytracing:4316: return __metal_is_committed_triangle_front_facing_intersection_query(
__metal_is_equal_function_handle,P10,air.is.equal.function.handle,manual_needed,"metal_visible_function_table:162: return __metal_is_equal_function_handle(lhs.f, rhs.f);"
__metal_is_function_constant_defined,P05,air.is.function.constant.defined,manual_needed,metal_types:173: #define is_function_constant_defined(c) __metal_is_function_constant_defined(c)
__metal_is_null_depth_2d_array_t,P06,air.is.null.depth.2d.array.t,manual_needed,__bits/metal_depth2d_array:2499: return __metal_is_null_depth_2d_array_t(tex.t);
__metal_is_null_depth_2d_ms_array_t,P06,air.is.null.depth.2d.ms.array.t,manual_needed,__bits/metal_depth2d_ms_array:955: return __metal_is_null_depth_2d_ms_array_t(tex.t);
__metal_is_null_depth_2d_ms_t,P06,air.is.null.depth.2d.ms.t,manual_needed,__bits/metal_depth2d_ms:924: return __metal_is_null_depth_2d_ms_t(tex.t);
__metal_is_null_depth_2d_t,P06,air.is.null.depth.2d.t,manual_needed,__bits/metal_depth2d:2469: return __metal_is_null_depth_2d_t(tex.t);
__metal_is_null_depth_cube_array_t,P06,air.is.null.depth.cube.array.t,manual_needed,__bits/metal_depthcube_array:2488: return __metal_is_null_depth_cube_array_t(tex.t);
__metal_is_null_depth_cube_t,P06,air.is.null.depth.cube.t,manual_needed,__bits/metal_depthcube:2471: return __metal_is_null_depth_cube_t(tex.t);
__metal_is_null_function_handle,P10,air.is.null.function.handle,manual_needed,metal_visible_function_table:172: return __metal_is_null_function_handle(f.f);
__metal_is_null_instance_acceleration_structure,P10,air.is.null.instance.acceleration.structure,manual_needed,metal_raytracing:688: return __metal_is_null_instance_acceleration_structure(as);
__metal_is_null_intersection_function_table,P10,air.is.null.intersection.function.table,manual_needed,metal_raytracing:1879: return __metal_is_null_intersection_function_table(t.t);
__metal_is_null_primitive_acceleration_structure,P10,air.is.null.primitive.acceleration.structure,manual_needed,metal_raytracing:667: return __metal_is_null_primitive_acceleration_structure(as);
__metal_is_null_tensor,P11,air.is.null.tensor,manual_needed,metal_tensor:1759: return __metal_is_null_tensor(t.handle());
__metal_is_null_texture_1d_array_t,P06,air.is_null_texture_1d_array,manual_needed,__bits/metal_texture1d_array:2266: return __metal_is_null_texture_1d_array_t(tex.t);
__metal_is_null_texture_1d_t,P06,air.is_null_texture_1d,manual_needed,__bits/metal_texture1d:2234: return __metal_is_null_texture_1d_t(tex.t);
__metal_is_null_texture_2d_array_t,P06,air.is_null_texture_2d_array,manual_needed,__bits/metal_texture2d_array:2957: return __metal_is_null_texture_2d_array_t(tex.t);
__metal_is_null_texture_2d_ms_array_t,P06,air.is_null_texture_2d_ms_array,manual_needed,__bits/metal_texture2d_ms_array:962: return __metal_is_null_texture_2d_ms_array_t(tex.t);
__metal_is_null_texture_2d_ms_t,P06,air.is_null_texture_2d_ms,manual_needed,__bits/metal_texture2d_ms:931: return __metal_is_null_texture_2d_ms_t(tex.t);
__metal_is_null_texture_2d_t,P06,air.is_null_texture_2d,manual_needed,__bits/metal_texture2d:2937: return __metal_is_null_texture_2d_t(tex.t);
__metal_is_null_texture_3d_t,P06,air.is_null_texture_3d,manual_needed,__bits/metal_texture3d:2849: return __metal_is_null_texture_3d_t(tex.t);
__metal_is_null_texture_buffer_1d_t,P06,air.is_null_texture_buffer_1d,manual_needed,__bits/metal_texture_buffer:1867: return __metal_is_null_texture_buffer_1d_t(tex.t);
__metal_is_null_texture_cube_array_t,P06,air.is_null_texture_cube_array,manual_needed,__bits/metal_texturecube_array:2979: return __metal_is_null_texture_cube_array_t(tex.t);
__metal_is_null_texture_cube_t,P06,air.is_null_texture_cube,manual_needed,__bits/metal_texturecube:2960: return __metal_is_null_texture_cube_t(tex.t);
__metal_is_triangle_front_facing_intersection_result,P10,air.is.triangle.front.facing.intersection.result,manual_needed,metal_raytracing:2302: return __metal_is_triangle_front_facing_intersection_result(
__metal_is_uniform,P09,air.is.uniform,manual_needed,metal_uniform:150: __builtin_assume(__metal_is_uniform(__v));
__metal_load_tensor,P11,air.load.tensor,manual_needed,"metal_tensor:686: return __metal_load_tensor(static_cast<const thread  tensor_type *>(this)->handle(),"
__metal_madhi,P04,air.madhi,auto_wrapper,"metal_integer:55: return __metal_madhi(x, y, z);"
__metal_madsat,P04,air.madsat,auto_wrapper,"metal_integer:59: return __metal_madsat(x, y, z);"
__metal_map_physical_to_screen_coordinates,P06,air.map.physical.to.screen.coordinates,manual_needed,"metal_graphics:217: return __metal_map_physical_to_screen_coordinates(coords, reinterpret_cast<constant void *>(&data), "
__metal_map_screen_to_physical_coordinates,P06,air.map.screen.to.physical.coordinates,manual_needed,"metal_graphics:227: return __metal_map_screen_to_physical_coordinates(coords, reinterpret_cast<constant void *>(&data), "
__metal_max3,P04,air.max3,auto_wrapper,"metal_integer:68: return __metal_max3(x, y, z);"
__metal_median3,P04,air.median3,auto_wrapper,"metal_integer:74: return __metal_median3(x, y, z);"
__metal_mesh_grid_properties_t,P11,air.mesh.grid.properties.t,manual_needed,metal_mesh:118: __metal_mesh_grid_properties_t p;
__metal_mesh_t,P11,air.mesh.t,manual_needed,metal_mesh:98: __metal_mesh_t m;
__metal_min3,P04,air.min3,auto_wrapper,"metal_integer:84: return __metal_min3(x, y, z);"
__metal_mulhi,P04,air.mulhi,auto_wrapper,"metal_integer:89: return __metal_mulhi(x, y);"
__metal_next_intersection_query,P10,air.next.intersection.query,manual_needed,metal_raytracing:4371: return __metal_next_intersection_query(
__metal_os_log,P13,air.os.log,manual_needed,"metal_logging:52: __metal_os_log(subsystem(), category(), int(type), format, args, METAL_VALIST_SIZE);"
__metal_pack_snorm1x16,P05,air.pack.snorm1x16,manual_needed,metal_pixel:1141: return __metal_pack_snorm1x16(data);
__metal_pack_snorm1x8,P05,air.pack.snorm1x8,manual_needed,metal_pixel:1091: return __metal_pack_snorm1x8(data);
__metal_pack_snorm2x16,P05,air.pack.snorm2x16,auto_wrapper,metal_pack:118: return __metal_pack_snorm2x16(x);
__metal_pack_snorm2x8,P05,air.pack.snorm2x8,manual_needed,metal_pixel:1191: return __metal_pack_snorm2x8(data);
__metal_pack_snorm4x16,P05,air.pack.snorm4x16,manual_needed,metal_pixel:1367: return __metal_pack_snorm4x16(data);
__metal_pack_snorm4x8,P05,air.pack.snorm4x8,auto_wrapper,metal_pack:92: return __metal_pack_snorm4x8(x);
__metal_pack_snorm_rgb10a2,P05,air.pack.snorm.rgb10a2,auto_wrapper,metal_pack:136: return __metal_pack_snorm_rgb10a2(x);
__metal_pack_unorm1x16,P05,air.pack.unorm1x16,manual_needed,metal_pixel:1117: return __metal_pack_unorm1x16(data);
__metal_pack_unorm1x8,P05,air.pack.unorm1x8,manual_needed,metal_pixel:1065: return __metal_pack_unorm1x8(data);
__metal_pack_unorm2x16,P05,air.pack.unorm2x16,auto_wrapper,metal_pack:114: return __metal_pack_unorm2x16(x);
__metal_pack_unorm2x8,P05,air.pack.unorm2x8,manual_needed,metal_pixel:1165: return __metal_pack_unorm2x8(data);
__metal_pack_unorm4x16,P05,air.pack.unorm4x16,manual_needed,metal_pixel:1343: return __metal_pack_unorm4x16(data);
__metal_pack_unorm4x8,P05,air.pack.unorm4x8,auto_wrapper,metal_pack:88: return __metal_pack_unorm4x8(x);
__metal_pack_unorm4x8_srgb,P05,air.pack.unorm4x8.srgb,auto_wrapper,metal_pack:105: return __metal_pack_unorm4x8_srgb(x);
__metal_pack_unorm_rg11b10f,P05,air.pack.unorm.rg11b10f,manual_needed,metal_pixel:1417: return __metal_pack_unorm_rg11b10f(data);
__metal_pack_unorm_rgb10a2,P05,air.pack.unorm.rgb10a2,auto_wrapper,metal_pack:131: return __metal_pack_unorm_rgb10a2(x);
__metal_pack_unorm_rgb565,P05,air.pack.unorm.rgb565,auto_wrapper,metal_pack:141: return __metal_pack_unorm_rgb565(x);
__metal_pack_unorm_rgb9e5,P05,air.pack.unorm.rgb9e5,manual_needed,metal_pixel:1443: return __metal_pack_unorm_rgb9e5(data);
__metal_patch_control_point_t,P06,air.patch.control.point.t,manual_needed,metal_tessellation:40: __metal_patch_control_point_t pcp;
__metal_primitive_acceleration_structure_t,P10,air.primitive.acceleration.structure.t,manual_needed,metal_raytracing:660: using handle_type = __metal_primitive_acceleration_structure_t;
__metal_quad_active_threads_mask,P08,air.quad.active.threads.mask,manual_needed,metal_quadgroup:83: return quad_vote(__metal_quad_active_threads_mask());
__metal_quad_all,P08,air.quad.all,manual_needed,metal_quadgroup:88: return __metal_quad_all(expr);
__metal_quad_and,P08,air.quad.and,manual_needed,metal_quadgroup:96: return __metal_quad_and(data);
__metal_quad_any,P08,air.quad.any,manual_needed,metal_quadgroup:103: return __metal_quad_any(expr);
__metal_quad_ballot,P08,air.quad.ballot,manual_needed,metal_quadgroup:110: return quad_vote(__metal_quad_ballot(expr));
__metal_quad_broadcast,P08,air.quad.broadcast,manual_needed,"metal_quadgroup:117: return __metal_quad_broadcast(data, broadcast_lane_id);"
__metal_quad_broadcast_first,P08,air.quad.broadcast.first,manual_needed,metal_quadgroup:124: return __metal_quad_broadcast_first(data);
__metal_quad_is_first,P08,air.quad.is.first,manual_needed,metal_quadgroup:131: return __metal_quad_is_first();
__metal_quad_is_helper_thread,P08,air.quad.is.helper.thread,manual_needed,metal_quadgroup:138: return __metal_quad_is_helper_thread();
__metal_quad_max,P08,air.quad.max,manual_needed,metal_quadgroup:144: return __metal_quad_max(data);
__metal_quad_min,P08,air.quad.min,manual_needed,metal_quadgroup:150: return __metal_quad_min(data);
__metal_quad_or,P08,air.quad.or,manual_needed,metal_quadgroup:158: return __metal_quad_or(data);
__metal_quad_prefix_exclusive_product,P08,air.quad.prefix.exclusive.product,manual_needed,metal_quadgroup:164: return __metal_quad_prefix_exclusive_product(data);
__metal_quad_prefix_exclusive_sum,P08,air.quad.prefix.exclusive.sum,manual_needed,metal_quadgroup:170: return __metal_quad_prefix_exclusive_sum(data);
__metal_quad_prefix_inclusive_product,P08,air.quad.prefix.inclusive.product,manual_needed,metal_quadgroup:176: return __metal_quad_prefix_inclusive_product(data);
__metal_quad_prefix_inclusive_sum,P08,air.quad.prefix.inclusive.sum,manual_needed,metal_quadgroup:182: return __metal_quad_prefix_inclusive_sum(data);
__metal_quad_product,P08,air.quad.product,manual_needed,metal_quadgroup:188: return __metal_quad_product(data);
__metal_quad_shuffle,P08,air.quad.shuffle,manual_needed,"metal_quadgroup:195: return __metal_quad_shuffle(data, quad_lane_id);"
__metal_quad_shuffle_and_fill_down,P08,air.quad.shuffle.and.fill.down,manual_needed,"metal_quadgroup:202: return __metal_quad_shuffle_and_fill_down(data, filling_data, delta, modulo);"
__metal_quad_shuffle_and_fill_up,P08,air.quad.shuffle.and.fill.up,manual_needed,"metal_quadgroup:214: return __metal_quad_shuffle_and_fill_up(data, filling_data, delta, modulo);"
__metal_quad_shuffle_down,P08,air.quad.shuffle.down,manual_needed,"metal_quadgroup:227: return __metal_quad_shuffle_down(data, delta);"
__metal_quad_shuffle_rotate_down,P08,air.quad.shuffle.rotate.down,manual_needed,"metal_quadgroup:240: return __metal_quad_shuffle_rotate_down(data, delta);"
__metal_quad_shuffle_rotate_up,P08,air.quad.shuffle.rotate.up,manual_needed,"metal_quadgroup:248: return __metal_quad_shuffle_rotate_up(data, delta);"
__metal_quad_shuffle_up,P08,air.quad.shuffle.up,manual_needed,"metal_quadgroup:233: return __metal_quad_shuffle_up(data, delta);"
__metal_quad_shuffle_xor,P08,air.quad.shuffle.xor,manual_needed,"metal_quadgroup:255: return __metal_quad_shuffle_xor(data, mask);"
__metal_quad_sum,P08,air.quad.sum,manual_needed,metal_quadgroup:262: return __metal_quad_sum(data);
__metal_quad_vote_all,P08,air.quad.vote.all,manual_needed,metal_quadgroup:69: return __metal_quad_vote_all(v);
__metal_quad_vote_any,P08,air.quad.vote.any,manual_needed,metal_quadgroup:74: return __metal_quad_vote_any(v);
__metal_quad_xor,P08,air.quad.xor,manual_needed,metal_quadgroup:268: return __metal_quad_xor(data);
__metal_read_depth_2d_array_t,P06,air.read.depth.2d.array.t,manual_needed,"__bits/metal_depth2d_array:1360: return __metal_read_depth_2d_array_t(derived.t, __metal_get_read_sampler(), coord, arra"
__metal_read_depth_2d_ms_array_t,P06,air.read.depth.2d.ms.array.t,manual_needed,"__bits/metal_depth2d_ms_array:42: return __metal_read_depth_2d_ms_array_t(derived.t, __metal_get_read_sampler(), coord, "
__metal_read_depth_2d_ms_t,P06,air.read.depth.2d.ms.t,manual_needed,"__bits/metal_depth2d_ms:41: return __metal_read_depth_2d_ms_t(derived.t, __metal_get_read_sampler(), coord, sample, int("
__metal_read_depth_2d_t,P06,air.read.depth.2d.t,manual_needed,"__bits/metal_depth2d:1360: return __metal_read_depth_2d_t(derived.t, __metal_get_read_sampler(), coord, ushort2(0), lod,"
__metal_read_depth_cube_array_t,P06,air.read.depth.cube.array.t,manual_needed,"__bits/metal_depthcube_array:1349: return __metal_read_depth_cube_array_t(derived.t, __metal_get_read_sampler(), coord, "
__metal_read_depth_cube_t,P06,air.read.depth.cube.t,manual_needed,"__bits/metal_depthcube:1361: return __metal_read_depth_cube_t(derived.t, __metal_get_read_sampler(), coord, face, lod, i"
__metal_release_intersect_payload,P10,air.release.intersect.payload,manual_needed,"metal_raytracing:2585: __metal_release_intersect_payload(_build_intersection_flags(Tags{}...), out_payload_ptr, sizeof(P"
__metal_release_intersection_result,P10,air.release.intersection.result,manual_needed,"metal_raytracing:2584: __metal_release_intersection_result(_build_intersection_flags(Tags{}...), result_ref);"
__metal_render_pipeline_state_t,UNASSIGNED,air.render.pipeline.state.t,manual_needed,metal_command_buffer:620: __metal_render_pipeline_state_t t;
__metal_reset_compute_command,UNASSIGNED,air.reset.compute.command,manual_needed,"metal_command_buffer:460: __metal_reset_compute_command(icb, icb_index);"
__metal_reset_intersection_query,P10,air.reset.intersection.query,manual_needed,metal_raytracing:3988: __metal_reset_intersection_query(
__metal_reset_render_command,UNASSIGNED,air.reset.render.command,manual_needed,"metal_command_buffer:1143: __metal_reset_render_command(icb, icb_index);"
__metal_reverse_bits,P04,air.reverse.bits,auto_wrapper,metal_integer:98: return __metal_reverse_bits(x);
__metal_sample_compare_depth_2d_array_t,P06,air.sample.compare.depth.2d.array.t,manual_needed,"__bits/metal_depth2d_array:691: return __metal_sample_compare_depth_2d_array_t(derived.t, s.val, coord, array, compare_v"
__metal_sample_compare_depth_2d_array_t_grad,P06,air.sample.compare.depth.2d.array.t.grad,manual_needed,"__bits/metal_depth2d_array:723: return __metal_sample_compare_depth_2d_array_t_grad(derived.t, s.val, coord, array, comp"
__metal_sample_compare_depth_2d_t,P06,air.sample.compare.depth.2d.t,manual_needed,"__bits/metal_depth2d:691: return __metal_sample_compare_depth_2d_t(derived.t, s.val, coord, compare_value, true, offset,"
__metal_sample_compare_depth_2d_t_grad,P06,air.sample.compare.depth.2d.t.grad,manual_needed,"__bits/metal_depth2d:723: return __metal_sample_compare_depth_2d_t_grad(derived.t, s.val, coord, compare_value, options."
__metal_sample_compare_depth_cube_array_t,P06,air.sample.compare.depth.cube.array.t,manual_needed,"__bits/metal_depthcube_array:692: return __metal_sample_compare_depth_cube_array_t(derived.t, s.val, coord, array, compa"
__metal_sample_compare_depth_cube_array_t_grad,P06,air.sample.compare.depth.cube.array.t.grad,manual_needed,"__bits/metal_depthcube_array:722: return __metal_sample_compare_depth_cube_array_t_grad(derived.t, s.val, coord, array, "
__metal_sample_compare_depth_cube_t,P06,air.sample.compare.depth.cube.t,manual_needed,"__bits/metal_depthcube:691: return __metal_sample_compare_depth_cube_t(derived.t, s.val, coord, compare_value, false, 0."
__metal_sample_compare_depth_cube_t_grad,P06,air.sample.compare.depth.cube.t.grad,manual_needed,"__bits/metal_depthcube:723: return __metal_sample_compare_depth_cube_t_grad(derived.t, s.val, coord, compare_value, opti"
__metal_sample_depth_2d_array_t,P06,air.sample.depth.2d.array.t,manual_needed,"__bits/metal_depth2d_array:40: return __metal_sample_depth_2d_array_t(derived.t, s.val, coord, array, true, offset, fals"
__metal_sample_depth_2d_array_t_grad,P06,air.sample.depth.2d.array.t.grad,manual_needed,"__bits/metal_depth2d_array:67: return __metal_sample_depth_2d_array_t_grad(derived.t, s.val, coord, array, options.dPdx,"
__metal_sample_depth_2d_t,P06,air.sample.depth.2d.t,manual_needed,"__bits/metal_depth2d:40: return __metal_sample_depth_2d_t(derived.t, s.val, coord, true, offset, false, 0.0f, 0.0f, int("
__metal_sample_depth_2d_t_grad,P06,air.sample.depth.2d.t.grad,manual_needed,"__bits/metal_depth2d:67: return __metal_sample_depth_2d_t_grad(derived.t, s.val, coord, options.dPdx, options.dPdy, 0.0f"
__metal_sample_depth_cube_array_t,P06,air.sample.depth.cube.array.t,manual_needed,"__bits/metal_depthcube_array:41: return __metal_sample_depth_cube_array_t(derived.t, s.val, coord, array, false, 0.0f, 0"
__metal_sample_depth_cube_array_t_grad,P06,air.sample.depth.cube.array.t.grad,manual_needed,"__bits/metal_depthcube_array:68: return __metal_sample_depth_cube_array_t_grad(derived.t, s.val, coord, array, options.d"
__metal_sample_depth_cube_t,P06,air.sample.depth.cube.t,manual_needed,"__bits/metal_depthcube:40: return __metal_sample_depth_cube_t(derived.t, s.val, coord, false, 0.0f, 0.0f, int(a), static"
__metal_sample_depth_cube_t_grad,P06,air.sample.depth.cube.t.grad,manual_needed,"__bits/metal_depthcube:67: return __metal_sample_depth_cube_t_grad(derived.t, s.val, coord, options.dPdx, options.dPdy, "
