msl_api_signature,namespace,guard,class,metal_builtins,clang_builtins,file,line
"matrix<T, Cols, Rows> operator-(const thread  matrix<T, Cols, Rows> &a, const device  matrix<T, Cols, Rows> &b)",metal,,header_only,,,metal_matrix,2804
"matrix<T, Cols, Rows> operator*(const thread  matrix<T, K, Rows> &a, const device  matrix<T, Cols, K> &b)",metal,,header_only,,,metal_matrix,2810
"matrix<T, Cols, Rows> operator+(const thread  matrix<T, Cols, Rows> &a, const device coherent(device) matrix<T, Cols, Rows> &b)",metal,__HAVE_COHERENT__,header_only,,,metal_matrix,2816
"matrix<T, Cols, Rows> operator-(const thread  matrix<T, Cols, Rows> &a, const device coherent(device) matrix<T, Cols, Rows> &b)",metal,__HAVE_COHERENT__,header_only,,,metal_matrix,2822
"matrix<T, Cols, Rows> operator*(const thread  matrix<T, K, Rows> &a, const device coherent(device) matrix<T, Cols, K> &b)",metal,__HAVE_COHERENT__,header_only,,,metal_matrix,2828
"matrix<T, Cols, Rows> operator+(const thread  matrix<T, Cols, Rows> &a, const threadgroup  matrix<T, Cols, Rows> &b)",metal,,header_only,,,metal_matrix,2834
"matrix<T, Cols, Rows> operator-(const thread  matrix<T, Cols, Rows> &a, const threadgroup  matrix<T, Cols, Rows> &b)",metal,,header_only,,,metal_matrix,2840
"matrix<T, Cols, Rows> operator*(const thread  matrix<T, K, Rows> &a, const threadgroup  matrix<T, Cols, K> &b)",metal,,header_only,,,metal_matrix,2846
"matrix<T, Cols, Rows> operator+(const thread  matrix<T, Cols, Rows> &a, const threadgroup_imageblock  matrix<T, Cols, Rows> &b)",metal,__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,2852
"matrix<T, Cols, Rows> operator-(const thread  matrix<T, Cols, Rows> &a, const threadgroup_imageblock  matrix<T, Cols, Rows> &b)",metal,__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,2858
"matrix<T, Cols, Rows> operator*(const thread  matrix<T, K, Rows> &a, const threadgroup_imageblock  matrix<T, Cols, K> &b)",metal,__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,2864
"matrix<T, Cols, Rows> operator+(const thread  matrix<T, Cols, Rows> &a, const ray_data  matrix<T, Cols, Rows> &b)",metal,__HAVE_RAYTRACING__,header_only,,,metal_matrix,2871
"matrix<T, Cols, Rows> operator-(const thread  matrix<T, Cols, Rows> &a, const ray_data  matrix<T, Cols, Rows> &b)",metal,__HAVE_RAYTRACING__,header_only,,,metal_matrix,2877
"matrix<T, Cols, Rows> operator*(const thread  matrix<T, K, Rows> &a, const ray_data  matrix<T, Cols, K> &b)",metal,__HAVE_RAYTRACING__,header_only,,,metal_matrix,2883
"matrix<T, Cols, Rows> operator+(const thread  matrix<T, Cols, Rows> &a, const object_data  matrix<T, Cols, Rows> &b)",metal,__HAVE_MESH__,header_only,,,metal_matrix,2890
"matrix<T, Cols, Rows> operator-(const thread  matrix<T, Cols, Rows> &a, const object_data  matrix<T, Cols, Rows> &b)",metal,__HAVE_MESH__,header_only,,,metal_matrix,2896
"matrix<T, Cols, Rows> operator*(const thread  matrix<T, K, Rows> &a, const object_data  matrix<T, Cols, K> &b)",metal,__HAVE_MESH__,header_only,,,metal_matrix,2902
"matrix<T, Cols, Rows> operator+(const thread  matrix<T, Cols, Rows> &a, const constant  matrix<T, Cols, Rows> &b)",metal,,header_only,,,metal_matrix,2908
"matrix<T, Cols, Rows> operator-(const thread  matrix<T, Cols, Rows> &a, const constant  matrix<T, Cols, Rows> &b)",metal,,header_only,,,metal_matrix,2914
"matrix<T, Cols, Rows> operator*(const thread  matrix<T, K, Rows> &a, const constant  matrix<T, Cols, K> &b)",metal,,header_only,,,metal_matrix,2920
"matrix<T, Cols, Rows> operator+(const device  matrix<T, Cols, Rows> &a, const thread  matrix<T, Cols, Rows> &b)",metal,,header_only,,,metal_matrix,2925
"matrix<T, Cols, Rows> operator-(const device  matrix<T, Cols, Rows> &a, const thread  matrix<T, Cols, Rows> &b)",metal,,header_only,,,metal_matrix,2931
"matrix<T, Cols, Rows> operator*(const device  matrix<T, K, Rows> &a, const thread  matrix<T, Cols, K> &b)",metal,,header_only,,,metal_matrix,2937
"matrix<T, Cols, Rows> operator+(const device  matrix<T, Cols, Rows> &a, const device  matrix<T, Cols, Rows> &b)",metal,,header_only,,,metal_matrix,2942
"matrix<T, Cols, Rows> operator-(const device  matrix<T, Cols, Rows> &a, const device  matrix<T, Cols, Rows> &b)",metal,,header_only,,,metal_matrix,2948
"matrix<T, Cols, Rows> operator*(const device  matrix<T, K, Rows> &a, const device  matrix<T, Cols, K> &b)",metal,,header_only,,,metal_matrix,2954
"matrix<T, Cols, Rows> operator+(const device  matrix<T, Cols, Rows> &a, const device coherent(device) matrix<T, Cols, Rows> &b)",metal,__HAVE_COHERENT__,header_only,,,metal_matrix,2960
"matrix<T, Cols, Rows> operator-(const device  matrix<T, Cols, Rows> &a, const device coherent(device) matrix<T, Cols, Rows> &b)",metal,__HAVE_COHERENT__,header_only,,,metal_matrix,2966
"matrix<T, Cols, Rows> operator*(const device  matrix<T, K, Rows> &a, const device coherent(device) matrix<T, Cols, K> &b)",metal,__HAVE_COHERENT__,header_only,,,metal_matrix,2972
"matrix<T, Cols, Rows> operator+(const device  matrix<T, Cols, Rows> &a, const threadgroup  matrix<T, Cols, Rows> &b)",metal,,header_only,,,metal_matrix,2978
"matrix<T, Cols, Rows> operator-(const device  matrix<T, Cols, Rows> &a, const threadgroup  matrix<T, Cols, Rows> &b)",metal,,header_only,,,metal_matrix,2984
"matrix<T, Cols, Rows> operator*(const device  matrix<T, K, Rows> &a, const threadgroup  matrix<T, Cols, K> &b)",metal,,header_only,,,metal_matrix,2990
"matrix<T, Cols, Rows> operator+(const device  matrix<T, Cols, Rows> &a, const threadgroup_imageblock  matrix<T, Cols, Rows> &b)",metal,__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,2996
"matrix<T, Cols, Rows> operator-(const device  matrix<T, Cols, Rows> &a, const threadgroup_imageblock  matrix<T, Cols, Rows> &b)",metal,__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,3002
"matrix<T, Cols, Rows> operator*(const device  matrix<T, K, Rows> &a, const threadgroup_imageblock  matrix<T, Cols, K> &b)",metal,__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,3008
"matrix<T, Cols, Rows> operator+(const device  matrix<T, Cols, Rows> &a, const ray_data  matrix<T, Cols, Rows> &b)",metal,__HAVE_RAYTRACING__,header_only,,,metal_matrix,3015
"matrix<T, Cols, Rows> operator-(const device  matrix<T, Cols, Rows> &a, const ray_data  matrix<T, Cols, Rows> &b)",metal,__HAVE_RAYTRACING__,header_only,,,metal_matrix,3021
"matrix<T, Cols, Rows> operator*(const device  matrix<T, K, Rows> &a, const ray_data  matrix<T, Cols, K> &b)",metal,__HAVE_RAYTRACING__,header_only,,,metal_matrix,3027
"matrix<T, Cols, Rows> operator+(const device  matrix<T, Cols, Rows> &a, const object_data  matrix<T, Cols, Rows> &b)",metal,__HAVE_MESH__,header_only,,,metal_matrix,3034
"matrix<T, Cols, Rows> operator-(const device  matrix<T, Cols, Rows> &a, const object_data  matrix<T, Cols, Rows> &b)",metal,__HAVE_MESH__,header_only,,,metal_matrix,3040
"matrix<T, Cols, Rows> operator*(const device  matrix<T, K, Rows> &a, const object_data  matrix<T, Cols, K> &b)",metal,__HAVE_MESH__,header_only,,,metal_matrix,3046
"matrix<T, Cols, Rows> operator+(const device  matrix<T, Cols, Rows> &a, const constant  matrix<T, Cols, Rows> &b)",metal,,header_only,,,metal_matrix,3052
"matrix<T, Cols, Rows> operator-(const device  matrix<T, Cols, Rows> &a, const constant  matrix<T, Cols, Rows> &b)",metal,,header_only,,,metal_matrix,3058
"matrix<T, Cols, Rows> operator*(const device  matrix<T, K, Rows> &a, const constant  matrix<T, Cols, K> &b)",metal,,header_only,,,metal_matrix,3064
"matrix<T, Cols, Rows> operator+(const device coherent(device) matrix<T, Cols, Rows> &a, const thread  matrix<T, Cols, Rows> &b)",metal,__HAVE_COHERENT__,header_only,,,metal_matrix,3070
"matrix<T, Cols, Rows> operator-(const device coherent(device) matrix<T, Cols, Rows> &a, const thread  matrix<T, Cols, Rows> &b)",metal,__HAVE_COHERENT__,header_only,,,metal_matrix,3076
"matrix<T, Cols, Rows> operator*(const device coherent(device) matrix<T, K, Rows> &a, const thread  matrix<T, Cols, K> &b)",metal,__HAVE_COHERENT__,header_only,,,metal_matrix,3082
"matrix<T, Cols, Rows> operator+(const device coherent(device) matrix<T, Cols, Rows> &a, const device  matrix<T, Cols, Rows> &b)",metal,__HAVE_COHERENT__,header_only,,,metal_matrix,3089
"matrix<T, Cols, Rows> operator-(const device coherent(device) matrix<T, Cols, Rows> &a, const device  matrix<T, Cols, Rows> &b)",metal,__HAVE_COHERENT__,header_only,,,metal_matrix,3095
"matrix<T, Cols, Rows> operator*(const device coherent(device) matrix<T, K, Rows> &a, const device  matrix<T, Cols, K> &b)",metal,__HAVE_COHERENT__,header_only,,,metal_matrix,3101
"matrix<T, Cols, Rows> operator+(const device coherent(device) matrix<T, Cols, Rows> &a, const device coherent(device) matrix<T, Cols, Rows> &b)",metal,__HAVE_COHERENT__,header_only,,,metal_matrix,3108
"matrix<T, Cols, Rows> operator-(const device coherent(device) matrix<T, Cols, Rows> &a, const device coherent(device) matrix<T, Cols, Rows> &b)",metal,__HAVE_COHERENT__,header_only,,,metal_matrix,3114
"matrix<T, Cols, Rows> operator*(const device coherent(device) matrix<T, K, Rows> &a, const device coherent(device) matrix<T, Cols, K> &b)",metal,__HAVE_COHERENT__,header_only,,,metal_matrix,3120
"matrix<T, Cols, Rows> operator+(const device coherent(device) matrix<T, Cols, Rows> &a, const threadgroup  matrix<T, Cols, Rows> &b)",metal,__HAVE_COHERENT__,header_only,,,metal_matrix,3127
"matrix<T, Cols, Rows> operator-(const device coherent(device) matrix<T, Cols, Rows> &a, const threadgroup  matrix<T, Cols, Rows> &b)",metal,__HAVE_COHERENT__,header_only,,,metal_matrix,3133
"matrix<T, Cols, Rows> operator*(const device coherent(device) matrix<T, K, Rows> &a, const threadgroup  matrix<T, Cols, K> &b)",metal,__HAVE_COHERENT__,header_only,,,metal_matrix,3139
"matrix<T, Cols, Rows> operator+(const device coherent(device) matrix<T, Cols, Rows> &a, const threadgroup_imageblock  matrix<T, Cols, Rows> &b)",metal,__HAVE_COHERENT__|__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,3147
"matrix<T, Cols, Rows> operator-(const device coherent(device) matrix<T, Cols, Rows> &a, const threadgroup_imageblock  matrix<T, Cols, Rows> &b)",metal,__HAVE_COHERENT__|__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,3153
"matrix<T, Cols, Rows> operator*(const device coherent(device) matrix<T, K, Rows> &a, const threadgroup_imageblock  matrix<T, Cols, K> &b)",metal,__HAVE_COHERENT__|__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,3159
"matrix<T, Cols, Rows> operator+(const device coherent(device) matrix<T, Cols, Rows> &a, const ray_data  matrix<T, Cols, Rows> &b)",metal,__HAVE_COHERENT__|__HAVE_RAYTRACING__,header_only,,,metal_matrix,3168
"matrix<T, Cols, Rows> operator-(const device coherent(device) matrix<T, Cols, Rows> &a, const ray_data  matrix<T, Cols, Rows> &b)",metal,__HAVE_COHERENT__|__HAVE_RAYTRACING__,header_only,,,metal_matrix,3174
"matrix<T, Cols, Rows> operator*(const device coherent(device) matrix<T, K, Rows> &a, const ray_data  matrix<T, Cols, K> &b)",metal,__HAVE_COHERENT__|__HAVE_RAYTRACING__,header_only,,,metal_matrix,3180
"matrix<T, Cols, Rows> operator+(const device coherent(device) matrix<T, Cols, Rows> &a, const object_data  matrix<T, Cols, Rows> &b)",metal,__HAVE_COHERENT__|__HAVE_MESH__,header_only,,,metal_matrix,3189
"matrix<T, Cols, Rows> operator-(const device coherent(device) matrix<T, Cols, Rows> &a, const object_data  matrix<T, Cols, Rows> &b)",metal,__HAVE_COHERENT__|__HAVE_MESH__,header_only,,,metal_matrix,3195
"matrix<T, Cols, Rows> operator*(const device coherent(device) matrix<T, K, Rows> &a, const object_data  matrix<T, Cols, K> &b)",metal,__HAVE_COHERENT__|__HAVE_MESH__,header_only,,,metal_matrix,3201
"matrix<T, Cols, Rows> operator+(const device coherent(device) matrix<T, Cols, Rows> &a, const constant  matrix<T, Cols, Rows> &b)",metal,__HAVE_COHERENT__,header_only,,,metal_matrix,3209
"matrix<T, Cols, Rows> operator-(const device coherent(device) matrix<T, Cols, Rows> &a, const constant  matrix<T, Cols, Rows> &b)",metal,__HAVE_COHERENT__,header_only,,,metal_matrix,3215
"matrix<T, Cols, Rows> operator*(const device coherent(device) matrix<T, K, Rows> &a, const constant  matrix<T, Cols, K> &b)",metal,__HAVE_COHERENT__,header_only,,,metal_matrix,3221
"matrix<T, Cols, Rows> operator+(const threadgroup  matrix<T, Cols, Rows> &a, const thread  matrix<T, Cols, Rows> &b)",metal,,header_only,,,metal_matrix,3227
"matrix<T, Cols, Rows> operator-(const threadgroup  matrix<T, Cols, Rows> &a, const thread  matrix<T, Cols, Rows> &b)",metal,,header_only,,,metal_matrix,3233
"matrix<T, Cols, Rows> operator*(const threadgroup  matrix<T, K, Rows> &a, const thread  matrix<T, Cols, K> &b)",metal,,header_only,,,metal_matrix,3239
"matrix<T, Cols, Rows> operator+(const threadgroup  matrix<T, Cols, Rows> &a, const device  matrix<T, Cols, Rows> &b)",metal,,header_only,,,metal_matrix,3244
"matrix<T, Cols, Rows> operator-(const threadgroup  matrix<T, Cols, Rows> &a, const device  matrix<T, Cols, Rows> &b)",metal,,header_only,,,metal_matrix,3250
"matrix<T, Cols, Rows> operator*(const threadgroup  matrix<T, K, Rows> &a, const device  matrix<T, Cols, K> &b)",metal,,header_only,,,metal_matrix,3256
"matrix<T, Cols, Rows> operator+(const threadgroup  matrix<T, Cols, Rows> &a, const device coherent(device) matrix<T, Cols, Rows> &b)",metal,__HAVE_COHERENT__,header_only,,,metal_matrix,3262
"matrix<T, Cols, Rows> operator-(const threadgroup  matrix<T, Cols, Rows> &a, const device coherent(device) matrix<T, Cols, Rows> &b)",metal,__HAVE_COHERENT__,header_only,,,metal_matrix,3268
"matrix<T, Cols, Rows> operator*(const threadgroup  matrix<T, K, Rows> &a, const device coherent(device) matrix<T, Cols, K> &b)",metal,__HAVE_COHERENT__,header_only,,,metal_matrix,3274
"matrix<T, Cols, Rows> operator+(const threadgroup  matrix<T, Cols, Rows> &a, const threadgroup  matrix<T, Cols, Rows> &b)",metal,,header_only,,,metal_matrix,3280
"matrix<T, Cols, Rows> operator-(const threadgroup  matrix<T, Cols, Rows> &a, const threadgroup  matrix<T, Cols, Rows> &b)",metal,,header_only,,,metal_matrix,3286
"matrix<T, Cols, Rows> operator*(const threadgroup  matrix<T, K, Rows> &a, const threadgroup  matrix<T, Cols, K> &b)",metal,,header_only,,,metal_matrix,3292
"matrix<T, Cols, Rows> operator+(const threadgroup  matrix<T, Cols, Rows> &a, const threadgroup_imageblock  matrix<T, Cols, Rows> &b)",metal,__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,3298
"matrix<T, Cols, Rows> operator-(const threadgroup  matrix<T, Cols, Rows> &a, const threadgroup_imageblock  matrix<T, Cols, Rows> &b)",metal,__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,3304
"matrix<T, Cols, Rows> operator*(const threadgroup  matrix<T, K, Rows> &a, const threadgroup_imageblock  matrix<T, Cols, K> &b)",metal,__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,3310
"matrix<T, Cols, Rows> operator+(const threadgroup  matrix<T, Cols, Rows> &a, const ray_data  matrix<T, Cols, Rows> &b)",metal,__HAVE_RAYTRACING__,header_only,,,metal_matrix,3317
"matrix<T, Cols, Rows> operator-(const threadgroup  matrix<T, Cols, Rows> &a, const ray_data  matrix<T, Cols, Rows> &b)",metal,__HAVE_RAYTRACING__,header_only,,,metal_matrix,3323
"matrix<T, Cols, Rows> operator*(const threadgroup  matrix<T, K, Rows> &a, const ray_data  matrix<T, Cols, K> &b)",metal,__HAVE_RAYTRACING__,header_only,,,metal_matrix,3329
"matrix<T, Cols, Rows> operator+(const threadgroup  matrix<T, Cols, Rows> &a, const object_data  matrix<T, Cols, Rows> &b)",metal,__HAVE_MESH__,header_only,,,metal_matrix,3336
"matrix<T, Cols, Rows> operator-(const threadgroup  matrix<T, Cols, Rows> &a, const object_data  matrix<T, Cols, Rows> &b)",metal,__HAVE_MESH__,header_only,,,metal_matrix,3342
"matrix<T, Cols, Rows> operator*(const threadgroup  matrix<T, K, Rows> &a, const object_data  matrix<T, Cols, K> &b)",metal,__HAVE_MESH__,header_only,,,metal_matrix,3348
"matrix<T, Cols, Rows> operator+(const threadgroup  matrix<T, Cols, Rows> &a, const constant  matrix<T, Cols, Rows> &b)",metal,,header_only,,,metal_matrix,3354
"matrix<T, Cols, Rows> operator-(const threadgroup  matrix<T, Cols, Rows> &a, const constant  matrix<T, Cols, Rows> &b)",metal,,header_only,,,metal_matrix,3360
"matrix<T, Cols, Rows> operator*(const threadgroup  matrix<T, K, Rows> &a, const constant  matrix<T, Cols, K> &b)",metal,,header_only,,,metal_matrix,3366
"matrix<T, Cols, Rows> operator+(const threadgroup_imageblock  matrix<T, Cols, Rows> &a, const thread  matrix<T, Cols, Rows> &b)",metal,__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,3372
"matrix<T, Cols, Rows> operator-(const threadgroup_imageblock  matrix<T, Cols, Rows> &a, const thread  matrix<T, Cols, Rows> &b)",metal,__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,3378
"matrix<T, Cols, Rows> operator*(const threadgroup_imageblock  matrix<T, K, Rows> &a, const thread  matrix<T, Cols, K> &b)",metal,__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,3384
"matrix<T, Cols, Rows> operator+(const threadgroup_imageblock  matrix<T, Cols, Rows> &a, const device  matrix<T, Cols, Rows> &b)",metal,__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,3391
"matrix<T, Cols, Rows> operator-(const threadgroup_imageblock  matrix<T, Cols, Rows> &a, const device  matrix<T, Cols, Rows> &b)",metal,__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,3397
"matrix<T, Cols, Rows> operator*(const threadgroup_imageblock  matrix<T, K, Rows> &a, const device  matrix<T, Cols, K> &b)",metal,__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,3403
"matrix<T, Cols, Rows> operator+(const threadgroup_imageblock  matrix<T, Cols, Rows> &a, const device coherent(device) matrix<T, Cols, Rows> &b)",metal,__HAVE_COHERENT__|__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,3411
"matrix<T, Cols, Rows> operator-(const threadgroup_imageblock  matrix<T, Cols, Rows> &a, const device coherent(device) matrix<T, Cols, Rows> &b)",metal,__HAVE_COHERENT__|__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,3417
"matrix<T, Cols, Rows> operator*(const threadgroup_imageblock  matrix<T, K, Rows> &a, const device coherent(device) matrix<T, Cols, K> &b)",metal,__HAVE_COHERENT__|__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,3423
"matrix<T, Cols, Rows> operator+(const threadgroup_imageblock  matrix<T, Cols, Rows> &a, const threadgroup  matrix<T, Cols, Rows> &b)",metal,__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,3431
"matrix<T, Cols, Rows> operator-(const threadgroup_imageblock  matrix<T, Cols, Rows> &a, const threadgroup  matrix<T, Cols, Rows> &b)",metal,__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,3437
"matrix<T, Cols, Rows> operator*(const threadgroup_imageblock  matrix<T, K, Rows> &a, const threadgroup  matrix<T, Cols, K> &b)",metal,__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,3443
"matrix<T, Cols, Rows> operator+(const threadgroup_imageblock  matrix<T, Cols, Rows> &a, const threadgroup_imageblock  matrix<T, Cols, Rows> &b)",metal,__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,3450
"matrix<T, Cols, Rows> operator-(const threadgroup_imageblock  matrix<T, Cols, Rows> &a, const threadgroup_imageblock  matrix<T, Cols, Rows> &b)",metal,__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,3456
"matrix<T, Cols, Rows> operator*(const threadgroup_imageblock  matrix<T, K, Rows> &a, const threadgroup_imageblock  matrix<T, Cols, K> &b)",metal,__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,3462
"matrix<T, Cols, Rows> operator+(const threadgroup_imageblock  matrix<T, Cols, Rows> &a, const ray_data  matrix<T, Cols, Rows> &b)",metal,__HAVE_RAYTRACING__|__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,3470
"matrix<T, Cols, Rows> operator-(const threadgroup_imageblock  matrix<T, Cols, Rows> &a, const ray_data  matrix<T, Cols, Rows> &b)",metal,__HAVE_RAYTRACING__|__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,3476
"matrix<T, Cols, Rows> operator*(const threadgroup_imageblock  matrix<T, K, Rows> &a, const ray_data  matrix<T, Cols, K> &b)",metal,__HAVE_RAYTRACING__|__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,3482
"matrix<T, Cols, Rows> operator+(const threadgroup_imageblock  matrix<T, Cols, Rows> &a, const object_data  matrix<T, Cols, Rows> &b)",metal,__HAVE_MESH__|__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,3491
"matrix<T, Cols, Rows> operator-(const threadgroup_imageblock  matrix<T, Cols, Rows> &a, const object_data  matrix<T, Cols, Rows> &b)",metal,__HAVE_MESH__|__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,3497
"matrix<T, Cols, Rows> operator*(const threadgroup_imageblock  matrix<T, K, Rows> &a, const object_data  matrix<T, Cols, K> &b)",metal,__HAVE_MESH__|__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,3503
"matrix<T, Cols, Rows> operator+(const threadgroup_imageblock  matrix<T, Cols, Rows> &a, const constant  matrix<T, Cols, Rows> &b)",metal,__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,3511
"matrix<T, Cols, Rows> operator-(const threadgroup_imageblock  matrix<T, Cols, Rows> &a, const constant  matrix<T, Cols, Rows> &b)",metal,__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,3517
"matrix<T, Cols, Rows> operator*(const threadgroup_imageblock  matrix<T, K, Rows> &a, const constant  matrix<T, Cols, K> &b)",metal,__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,3523
"matrix<T, Cols, Rows> operator+(const ray_data  matrix<T, Cols, Rows> &a, const thread  matrix<T, Cols, Rows> &b)",metal,__HAVE_RAYTRACING__,header_only,,,metal_matrix,3530
"matrix<T, Cols, Rows> operator-(const ray_data  matrix<T, Cols, Rows> &a, const thread  matrix<T, Cols, Rows> &b)",metal,__HAVE_RAYTRACING__,header_only,,,metal_matrix,3536
"matrix<T, Cols, Rows> operator*(const ray_data  matrix<T, K, Rows> &a, const thread  matrix<T, Cols, K> &b)",metal,__HAVE_RAYTRACING__,header_only,,,metal_matrix,3542
"matrix<T, Cols, Rows> operator+(const ray_data  matrix<T, Cols, Rows> &a, const device  matrix<T, Cols, Rows> &b)",metal,__HAVE_RAYTRACING__,header_only,,,metal_matrix,3549
"matrix<T, Cols, Rows> operator-(const ray_data  matrix<T, Cols, Rows> &a, const device  matrix<T, Cols, Rows> &b)",metal,__HAVE_RAYTRACING__,header_only,,,metal_matrix,3555
"matrix<T, Cols, Rows> operator*(const ray_data  matrix<T, K, Rows> &a, const device  matrix<T, Cols, K> &b)",metal,__HAVE_RAYTRACING__,header_only,,,metal_matrix,3561
"matrix<T, Cols, Rows> operator+(const ray_data  matrix<T, Cols, Rows> &a, const device coherent(device) matrix<T, Cols, Rows> &b)",metal,__HAVE_COHERENT__|__HAVE_RAYTRACING__,header_only,,,metal_matrix,3569
"matrix<T, Cols, Rows> operator-(const ray_data  matrix<T, Cols, Rows> &a, const device coherent(device) matrix<T, Cols, Rows> &b)",metal,__HAVE_COHERENT__|__HAVE_RAYTRACING__,header_only,,,metal_matrix,3575
"matrix<T, Cols, Rows> operator*(const ray_data  matrix<T, K, Rows> &a, const device coherent(device) matrix<T, Cols, K> &b)",metal,__HAVE_COHERENT__|__HAVE_RAYTRACING__,header_only,,,metal_matrix,3581
"matrix<T, Cols, Rows> operator+(const ray_data  matrix<T, Cols, Rows> &a, const threadgroup  matrix<T, Cols, Rows> &b)",metal,__HAVE_RAYTRACING__,header_only,,,metal_matrix,3589
"matrix<T, Cols, Rows> operator-(const ray_data  matrix<T, Cols, Rows> &a, const threadgroup  matrix<T, Cols, Rows> &b)",metal,__HAVE_RAYTRACING__,header_only,,,metal_matrix,3595
"matrix<T, Cols, Rows> operator*(const ray_data  matrix<T, K, Rows> &a, const threadgroup  matrix<T, Cols, K> &b)",metal,__HAVE_RAYTRACING__,header_only,,,metal_matrix,3601
"matrix<T, Cols, Rows> operator+(const ray_data  matrix<T, Cols, Rows> &a, const threadgroup_imageblock  matrix<T, Cols, Rows> &b)",metal,__HAVE_RAYTRACING__|__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,3609
"matrix<T, Cols, Rows> operator-(const ray_data  matrix<T, Cols, Rows> &a, const threadgroup_imageblock  matrix<T, Cols, Rows> &b)",metal,__HAVE_RAYTRACING__|__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,3615
"matrix<T, Cols, Rows> operator*(const ray_data  matrix<T, K, Rows> &a, const threadgroup_imageblock  matrix<T, Cols, K> &b)",metal,__HAVE_RAYTRACING__|__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,3621
"matrix<T, Cols, Rows> operator+(const ray_data  matrix<T, Cols, Rows> &a, const ray_data  matrix<T, Cols, Rows> &b)",metal,__HAVE_RAYTRACING__,header_only,,,metal_matrix,3629
"matrix<T, Cols, Rows> operator-(const ray_data  matrix<T, Cols, Rows> &a, const ray_data  matrix<T, Cols, Rows> &b)",metal,__HAVE_RAYTRACING__,header_only,,,metal_matrix,3635
"matrix<T, Cols, Rows> operator*(const ray_data  matrix<T, K, Rows> &a, const ray_data  matrix<T, Cols, K> &b)",metal,__HAVE_RAYTRACING__,header_only,,,metal_matrix,3641
"matrix<T, Cols, Rows> operator+(const ray_data  matrix<T, Cols, Rows> &a, const object_data  matrix<T, Cols, Rows> &b)",metal,__HAVE_MESH__|__HAVE_RAYTRACING__,header_only,,,metal_matrix,3649
"matrix<T, Cols, Rows> operator-(const ray_data  matrix<T, Cols, Rows> &a, const object_data  matrix<T, Cols, Rows> &b)",metal,__HAVE_MESH__|__HAVE_RAYTRACING__,header_only,,,metal_matrix,3655
"matrix<T, Cols, Rows> operator*(const ray_data  matrix<T, K, Rows> &a, const object_data  matrix<T, Cols, K> &b)",metal,__HAVE_MESH__|__HAVE_RAYTRACING__,header_only,,,metal_matrix,3661
"matrix<T, Cols, Rows> operator+(const ray_data  matrix<T, Cols, Rows> &a, const constant  matrix<T, Cols, Rows> &b)",metal,__HAVE_RAYTRACING__,header_only,,,metal_matrix,3669
"matrix<T, Cols, Rows> operator-(const ray_data  matrix<T, Cols, Rows> &a, const constant  matrix<T, Cols, Rows> &b)",metal,__HAVE_RAYTRACING__,header_only,,,metal_matrix,3675
"matrix<T, Cols, Rows> operator*(const ray_data  matrix<T, K, Rows> &a, const constant  matrix<T, Cols, K> &b)",metal,__HAVE_RAYTRACING__,header_only,,,metal_matrix,3681
