msl_api_signature,namespace,guard,class,metal_builtins,clang_builtins,file,line
"float2 fmedian3(float2 x, float2 y, float2 z)",metal,__HAVE_FMEDIAN3__,builtin_direct,__metal_fmedian3,,metal_math,4955
"float2 fmin(float2 x, float2 y)",metal,,builtin_direct,__metal_fmin,,metal_math,4960
"float2 fmin3(float2 x, float2 y, float2 z)",metal,__HAVE_FMIN3__,builtin_direct,__metal_fmin3,,metal_math,4965
"float2 fmod(float2 x, float2 y)",metal,,builtin_direct,__metal_fmod,,metal_math,4970
float2 fract(float2 x),metal,,builtin_direct,__metal_fract,,metal_math,4974
"float2 frexp(float2 x, thread int2 &exp)",metal,,builtin_direct,__metal_frexp,,metal_math,4978
int2 ilogb(float2 x),metal,,builtin_direct,__metal_ilogb,,metal_math,4982
"float2 ldexp(float2 x, int2 k)",metal,,builtin_direct,__metal_ldexp,,metal_math,4986
float2 log(float2 x),metal,,builtin_direct,__metal_log,,metal_math,4990
float2 log10(float2 x),metal,,builtin_direct,__metal_log10,,metal_math,4994
float2 log2(float2 x),metal,,builtin_direct,__metal_log2,,metal_math,4998
"float2 max(float2 x, float2 y)",metal,,builtin_direct,__metal_fmax,,metal_math,5002
"float2 max3(float2 x, float2 y, float2 z)",metal,__HAVE_MAX3__,builtin_direct,__metal_fmax3,,metal_math,5007
"float2 median3(float2 x, float2 y, float2 z)",metal,__HAVE_MEDIAN3__,builtin_direct,__metal_fmedian3,,metal_math,5013
"float2 min(float2 x, float2 y)",metal,,builtin_direct,__metal_fmin,,metal_math,5018
"float2 min3(float2 x, float2 y, float2 z)",metal,__HAVE_MIN3__,builtin_direct,__metal_fmin3,,metal_math,5023
"float2 modf(float2 x, thread float2 &intval)",metal,,builtin_composed,__metal_select __metal_trunc,,metal_math,5028
"float2 nextafter(float2 x, float2 y)",metal,__HAVE_NEXTAFTER__,builtin_direct,__metal_nextafter,,metal_math,5035
"float2 pow(float2 x, float2 y)",metal,,builtin_direct,__metal_pow,,metal_math,5040
"float2 powr(float2 x, float2 y)",metal,,builtin_direct,__metal_powr,,metal_math,5044
float2 rint(float2 x),metal,,builtin_direct,__metal_rint,,metal_math,5048
float2 round(float2 x),metal,,builtin_direct,__metal_round,,metal_math,5052
float2 rsqrt(float2 x),metal,,builtin_direct,__metal_rsqrt,,metal_math,5056
float2 sin(float2 x),metal,,builtin_direct,__metal_sin,,metal_math,5060
"float2 sincos(float2 x, thread float2 &cosval)",metal,,builtin_direct,__metal_sincos,,metal_math,5064
float2 sinh(float2 x),metal,,builtin_direct,__metal_sinh,,metal_math,5068
float2 sinpi(float2 x),metal,__HAVE_TRIG_PI__,builtin_direct,__metal_sinpi,,metal_math,5073
float2 sqrt(float2 x),metal,,builtin_direct,__metal_sqrt,,metal_math,5078
float2 tan(float2 x),metal,,builtin_direct,__metal_tan,,metal_math,5082
float2 tanh(float2 x),metal,,builtin_direct,__metal_tanh,,metal_math,5086
float2 tanpi(float2 x),metal,__HAVE_TRIG_PI__,builtin_direct,__metal_tanpi,,metal_math,5091
float2 trunc(float2 x),metal,,builtin_direct,__metal_trunc,,metal_math,5096
float3 abs(float3 x),metal,,builtin_direct,__metal_fabs,,metal_math,5100
float3 acos(float3 x),metal,,builtin_direct,__metal_acos,,metal_math,5104
float3 acosh(float3 x),metal,,builtin_direct,__metal_acosh,,metal_math,5108
float3 asin(float3 x),metal,,builtin_direct,__metal_asin,,metal_math,5112
float3 asinh(float3 x),metal,,builtin_direct,__metal_asinh,,metal_math,5116
float3 atan(float3 y_over_x),metal,,builtin_direct,__metal_atan,,metal_math,5120
"float3 atan2(float3 y, float3 x)",metal,,builtin_direct,__metal_atan2,,metal_math,5124
float3 atanh(float3 x),metal,,builtin_direct,__metal_atanh,,metal_math,5128
float3 ceil(float3 x),metal,,builtin_direct,__metal_ceil,,metal_math,5132
"float3 copysign(float3 x, float3 y)",metal,,header_composed,,,metal_math,5136
float3 cos(float3 x),metal,,builtin_direct,__metal_cos,,metal_math,5145
float3 cosh(float3 x),metal,,builtin_direct,__metal_cosh,,metal_math,5149
float3 cospi(float3 x),metal,__HAVE_TRIG_PI__,builtin_direct,__metal_cospi,,metal_math,5154
"float3 divide(float3 x, float3 y)",metal,__HAVE_DIVIDE__,builtin_direct,__metal_divide,,metal_math,5160
float3 exp(float3 x),metal,,builtin_direct,__metal_exp,,metal_math,5165
float3 exp10(float3 x),metal,,builtin_direct,__metal_exp10,,metal_math,5169
float3 exp2(float3 x),metal,,builtin_direct,__metal_exp2,,metal_math,5173
float3 fabs(float3 x),metal,,builtin_direct,__metal_fabs,,metal_math,5177
"float3 fdim(float3 x, float3 y)",metal,,builtin_direct,__metal_select,,metal_math,5181
float3 floor(float3 x),metal,,builtin_direct,__metal_floor,,metal_math,5187
"float3 fma(float3 x, float3 y, float3 z)",metal,__HAVE_FMA__,builtin_direct,__metal_fma,,metal_math,5192
"float3 fmax(float3 x, float3 y)",metal,,builtin_direct,__metal_fmax,,metal_math,5197
"float3 fmax3(float3 x, float3 y, float3 z)",metal,__HAVE_FMAX3__,builtin_direct,__metal_fmax3,,metal_math,5202
"float3 fmedian3(float3 x, float3 y, float3 z)",metal,__HAVE_FMEDIAN3__,builtin_direct,__metal_fmedian3,,metal_math,5208
"float3 fmin(float3 x, float3 y)",metal,,builtin_direct,__metal_fmin,,metal_math,5213
"float3 fmin3(float3 x, float3 y, float3 z)",metal,__HAVE_FMIN3__,builtin_direct,__metal_fmin3,,metal_math,5218
"float3 fmod(float3 x, float3 y)",metal,,builtin_direct,__metal_fmod,,metal_math,5223
float3 fract(float3 x),metal,,builtin_direct,__metal_fract,,metal_math,5227
"float3 frexp(float3 x, thread int3 &exp)",metal,,builtin_direct,__metal_frexp,,metal_math,5231
int3 ilogb(float3 x),metal,,builtin_direct,__metal_ilogb,,metal_math,5235
"float3 ldexp(float3 x, int3 k)",metal,,builtin_direct,__metal_ldexp,,metal_math,5239
float3 log(float3 x),metal,,builtin_direct,__metal_log,,metal_math,5243
float3 log10(float3 x),metal,,builtin_direct,__metal_log10,,metal_math,5247
float3 log2(float3 x),metal,,builtin_direct,__metal_log2,,metal_math,5251
"float3 max(float3 x, float3 y)",metal,,builtin_direct,__metal_fmax,,metal_math,5255
"float3 max3(float3 x, float3 y, float3 z)",metal,__HAVE_MAX3__,builtin_direct,__metal_fmax3,,metal_math,5260
"float3 median3(float3 x, float3 y, float3 z)",metal,__HAVE_MEDIAN3__,builtin_direct,__metal_fmedian3,,metal_math,5266
"float3 min(float3 x, float3 y)",metal,,builtin_direct,__metal_fmin,,metal_math,5271
"float3 min3(float3 x, float3 y, float3 z)",metal,__HAVE_MIN3__,builtin_direct,__metal_fmin3,,metal_math,5276
"float3 modf(float3 x, thread float3 &intval)",metal,,builtin_composed,__metal_select __metal_trunc,,metal_math,5281
"float3 nextafter(float3 x, float3 y)",metal,__HAVE_NEXTAFTER__,builtin_direct,__metal_nextafter,,metal_math,5288
"float3 pow(float3 x, float3 y)",metal,,builtin_direct,__metal_pow,,metal_math,5293
"float3 powr(float3 x, float3 y)",metal,,builtin_direct,__metal_powr,,metal_math,5297
float3 rint(float3 x),metal,,builtin_direct,__metal_rint,,metal_math,5301
float3 round(float3 x),metal,,builtin_direct,__metal_round,,metal_math,5305
float3 rsqrt(float3 x),metal,,builtin_direct,__metal_rsqrt,,metal_math,5309
float3 sin(float3 x),metal,,builtin_direct,__metal_sin,,metal_math,5313
"float3 sincos(float3 x, thread float3 &cosval)",metal,,builtin_direct,__metal_sincos,,metal_math,5317
float3 sinh(float3 x),metal,,builtin_direct,__metal_sinh,,metal_math,5321
float3 sinpi(float3 x),metal,__HAVE_TRIG_PI__,builtin_direct,__metal_sinpi,,metal_math,5326
float3 sqrt(float3 x),metal,,builtin_direct,__metal_sqrt,,metal_math,5331
float3 tan(float3 x),metal,,builtin_direct,__metal_tan,,metal_math,5335
float3 tanh(float3 x),metal,,builtin_direct,__metal_tanh,,metal_math,5339
float3 tanpi(float3 x),metal,__HAVE_TRIG_PI__,builtin_direct,__metal_tanpi,,metal_math,5344
float3 trunc(float3 x),metal,,builtin_direct,__metal_trunc,,metal_math,5349
float4 abs(float4 x),metal,,builtin_direct,__metal_fabs,,metal_math,5353
float4 acos(float4 x),metal,,builtin_direct,__metal_acos,,metal_math,5357
float4 acosh(float4 x),metal,,builtin_direct,__metal_acosh,,metal_math,5361
float4 asin(float4 x),metal,,builtin_direct,__metal_asin,,metal_math,5365
float4 asinh(float4 x),metal,,builtin_direct,__metal_asinh,,metal_math,5369
float4 atan(float4 y_over_x),metal,,builtin_direct,__metal_atan,,metal_math,5373
"float4 atan2(float4 y, float4 x)",metal,,builtin_direct,__metal_atan2,,metal_math,5377
float4 atanh(float4 x),metal,,builtin_direct,__metal_atanh,,metal_math,5381
float4 ceil(float4 x),metal,,builtin_direct,__metal_ceil,,metal_math,5385
"float4 copysign(float4 x, float4 y)",metal,,header_composed,,,metal_math,5389
float4 cos(float4 x),metal,,builtin_direct,__metal_cos,,metal_math,5398
float4 cosh(float4 x),metal,,builtin_direct,__metal_cosh,,metal_math,5402
float4 cospi(float4 x),metal,__HAVE_TRIG_PI__,builtin_direct,__metal_cospi,,metal_math,5407
"float4 divide(float4 x, float4 y)",metal,__HAVE_DIVIDE__,builtin_direct,__metal_divide,,metal_math,5413
float4 exp(float4 x),metal,,builtin_direct,__metal_exp,,metal_math,5418
float4 exp10(float4 x),metal,,builtin_direct,__metal_exp10,,metal_math,5422
float4 exp2(float4 x),metal,,builtin_direct,__metal_exp2,,metal_math,5426
float4 fabs(float4 x),metal,,builtin_direct,__metal_fabs,,metal_math,5430
"float4 fdim(float4 x, float4 y)",metal,,builtin_direct,__metal_select,,metal_math,5434
float4 floor(float4 x),metal,,builtin_direct,__metal_floor,,metal_math,5440
"float4 fma(float4 x, float4 y, float4 z)",metal,__HAVE_FMA__,builtin_direct,__metal_fma,,metal_math,5445
"float4 fmax(float4 x, float4 y)",metal,,builtin_direct,__metal_fmax,,metal_math,5450
"float4 fmax3(float4 x, float4 y, float4 z)",metal,__HAVE_FMAX3__,builtin_direct,__metal_fmax3,,metal_math,5455
"float4 fmedian3(float4 x, float4 y, float4 z)",metal,__HAVE_FMEDIAN3__,builtin_direct,__metal_fmedian3,,metal_math,5461
"float4 fmin(float4 x, float4 y)",metal,,builtin_direct,__metal_fmin,,metal_math,5466
"float4 fmin3(float4 x, float4 y, float4 z)",metal,__HAVE_FMIN3__,builtin_direct,__metal_fmin3,,metal_math,5471
"float4 fmod(float4 x, float4 y)",metal,,builtin_direct,__metal_fmod,,metal_math,5476
float4 fract(float4 x),metal,,builtin_direct,__metal_fract,,metal_math,5480
"float4 frexp(float4 x, thread int4 &exp)",metal,,builtin_direct,__metal_frexp,,metal_math,5484
int4 ilogb(float4 x),metal,,builtin_direct,__metal_ilogb,,metal_math,5488
"float4 ldexp(float4 x, int4 k)",metal,,builtin_direct,__metal_ldexp,,metal_math,5492
float4 log(float4 x),metal,,builtin_direct,__metal_log,,metal_math,5496
float4 log10(float4 x),metal,,builtin_direct,__metal_log10,,metal_math,5500
float4 log2(float4 x),metal,,builtin_direct,__metal_log2,,metal_math,5504
"float4 max(float4 x, float4 y)",metal,,builtin_direct,__metal_fmax,,metal_math,5508
"float4 max3(float4 x, float4 y, float4 z)",metal,__HAVE_MAX3__,builtin_direct,__metal_fmax3,,metal_math,5513
"float4 median3(float4 x, float4 y, float4 z)",metal,__HAVE_MEDIAN3__,builtin_direct,__metal_fmedian3,,metal_math,5519
"float4 min(float4 x, float4 y)",metal,,builtin_direct,__metal_fmin,,metal_math,5524
"float4 min3(float4 x, float4 y, float4 z)",metal,__HAVE_MIN3__,builtin_direct,__metal_fmin3,,metal_math,5529
"float4 modf(float4 x, thread float4 &intval)",metal,,builtin_composed,__metal_select __metal_trunc,,metal_math,5534
"float4 nextafter(float4 x, float4 y)",metal,__HAVE_NEXTAFTER__,builtin_direct,__metal_nextafter,,metal_math,5541
"float4 pow(float4 x, float4 y)",metal,,builtin_direct,__metal_pow,,metal_math,5546
"float4 powr(float4 x, float4 y)",metal,,builtin_direct,__metal_powr,,metal_math,5550
float4 rint(float4 x),metal,,builtin_direct,__metal_rint,,metal_math,5554
float4 round(float4 x),metal,,builtin_direct,__metal_round,,metal_math,5558
float4 rsqrt(float4 x),metal,,builtin_direct,__metal_rsqrt,,metal_math,5562
float4 sin(float4 x),metal,,builtin_direct,__metal_sin,,metal_math,5566
"float4 sincos(float4 x, thread float4 &cosval)",metal,,builtin_direct,__metal_sincos,,metal_math,5570
float4 sinh(float4 x),metal,,builtin_direct,__metal_sinh,,metal_math,5574
float4 sinpi(float4 x),metal,__HAVE_TRIG_PI__,builtin_direct,__metal_sinpi,,metal_math,5579
float4 sqrt(float4 x),metal,,builtin_direct,__metal_sqrt,,metal_math,5584
float4 tan(float4 x),metal,,builtin_direct,__metal_tan,,metal_math,5588
float4 tanh(float4 x),metal,,builtin_direct,__metal_tanh,,metal_math,5592
float4 tanpi(float4 x),metal,__HAVE_TRIG_PI__,builtin_direct,__metal_tanpi,,metal_math,5597
float4 trunc(float4 x),metal,,builtin_direct,__metal_trunc,,metal_math,5602
float8 abs(float8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_fabs,,metal_math,5607
float8 acos(float8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_acos,,metal_math,5611
float8 acosh(float8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_acosh,,metal_math,5615
float8 asin(float8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_asin,,metal_math,5619
float8 asinh(float8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_asinh,,metal_math,5623
float8 atan(float8 y_over_x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_atan,,metal_math,5627
"float8 atan2(float8 y, float8 x)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_atan2,,metal_math,5631
float8 atanh(float8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_atanh,,metal_math,5635
float8 ceil(float8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_ceil,,metal_math,5639
"float8 copysign(float8 x, float8 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,header_composed,,,metal_math,5643
float8 cos(float8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_cos,,metal_math,5652
float8 cosh(float8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_cosh,,metal_math,5656
float8 cospi(float8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_TRIG_PI__,builtin_direct,__metal_cospi,,metal_math,5661
"float8 divide(float8 x, float8 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_DIVIDE__,builtin_direct,__metal_divide,,metal_math,5667
float8 exp(float8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_exp,,metal_math,5672
float8 exp10(float8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_exp10,,metal_math,5676
float8 exp2(float8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_exp2,,metal_math,5680
float8 fabs(float8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_fabs,,metal_math,5684
"float8 fdim(float8 x, float8 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_select,,metal_math,5688
float8 floor(float8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_floor,,metal_math,5694
"float8 fma(float8 x, float8 y, float8 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_FMA__,builtin_direct,__metal_fma,,metal_math,5699
"float8 fmax(float8 x, float8 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_fmax,,metal_math,5704
"float8 fmax3(float8 x, float8 y, float8 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_FMAX3__,builtin_direct,__metal_fmax3,,metal_math,5709
"float8 fmedian3(float8 x, float8 y, float8 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_FMEDIAN3__,builtin_direct,__metal_fmedian3,,metal_math,5715
"float8 fmin(float8 x, float8 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_fmin,,metal_math,5720
"float8 fmin3(float8 x, float8 y, float8 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_FMIN3__,builtin_direct,__metal_fmin3,,metal_math,5725
"float8 fmod(float8 x, float8 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_fmod,,metal_math,5730
float8 fract(float8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_fract,,metal_math,5734
"float8 frexp(float8 x, thread int8 &exp)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_frexp,,metal_math,5738
int8 ilogb(float8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_ilogb,,metal_math,5742
"float8 ldexp(float8 x, int8 k)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_ldexp,,metal_math,5746
float8 log(float8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_log,,metal_math,5750
float8 log10(float8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_log10,,metal_math,5754
float8 log2(float8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_log2,,metal_math,5758
"float8 max(float8 x, float8 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_fmax,,metal_math,5762
"float8 max3(float8 x, float8 y, float8 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_MAX3__,builtin_direct,__metal_fmax3,,metal_math,5767
"float8 median3(float8 x, float8 y, float8 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_MEDIAN3__,builtin_direct,__metal_fmedian3,,metal_math,5773
"float8 min(float8 x, float8 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_fmin,,metal_math,5778
"float8 min3(float8 x, float8 y, float8 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_MIN3__,builtin_direct,__metal_fmin3,,metal_math,5783
"float8 modf(float8 x, thread float8 &intval)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_composed,__metal_select __metal_trunc,,metal_math,5788
"float8 nextafter(float8 x, float8 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_NEXTAFTER__,builtin_direct,__metal_nextafter,,metal_math,5795
"float8 pow(float8 x, float8 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_pow,,metal_math,5800
"float8 powr(float8 x, float8 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_powr,,metal_math,5804
float8 rint(float8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_rint,,metal_math,5808
float8 round(float8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_round,,metal_math,5812
float8 rsqrt(float8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_rsqrt,,metal_math,5816
float8 sin(float8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_sin,,metal_math,5820
"float8 sincos(float8 x, thread float8 &cosval)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_sincos,,metal_math,5824
float8 sinh(float8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_sinh,,metal_math,5828
float8 sinpi(float8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_TRIG_PI__,builtin_direct,__metal_sinpi,,metal_math,5833
float8 sqrt(float8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_sqrt,,metal_math,5838
float8 tan(float8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_tan,,metal_math,5842
float8 tanh(float8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_tanh,,metal_math,5846
float8 tanpi(float8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_TRIG_PI__,builtin_direct,__metal_tanpi,,metal_math,5851
float8 trunc(float8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_trunc,,metal_math,5856
float16 abs(float16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_fabs,,metal_math,5862
float16 acos(float16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_acos,,metal_math,5866
float16 acosh(float16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_acosh,,metal_math,5870
float16 asin(float16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_asin,,metal_math,5874
float16 asinh(float16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_asinh,,metal_math,5878
float16 atan(float16 y_over_x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_atan,,metal_math,5882
"float16 atan2(float16 y, float16 x)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_atan2,,metal_math,5886
float16 atanh(float16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_atanh,,metal_math,5890
float16 ceil(float16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_ceil,,metal_math,5894
"float16 copysign(float16 x, float16 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,header_composed,,,metal_math,5898
float16 cos(float16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_cos,,metal_math,5907
float16 cosh(float16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_cosh,,metal_math,5911
float16 cospi(float16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_TRIG_PI__,builtin_direct,__metal_cospi,,metal_math,5916
"float16 divide(float16 x, float16 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_DIVIDE__,builtin_direct,__metal_divide,,metal_math,5922
float16 exp(float16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_exp,,metal_math,5927
float16 exp10(float16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_exp10,,metal_math,5931
float16 exp2(float16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_exp2,,metal_math,5935
float16 fabs(float16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_fabs,,metal_math,5939
"float16 fdim(float16 x, float16 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_select,,metal_math,5943
float16 floor(float16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_floor,,metal_math,5949
"float16 fma(float16 x, float16 y, float16 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_FMA__,builtin_direct,__metal_fma,,metal_math,5954
"float16 fmax(float16 x, float16 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_fmax,,metal_math,5959
"float16 fmax3(float16 x, float16 y, float16 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_FMAX3__,builtin_direct,__metal_fmax3,,metal_math,5964
"float16 fmedian3(float16 x, float16 y, float16 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_FMEDIAN3__,builtin_direct,__metal_fmedian3,,metal_math,5970
"float16 fmin(float16 x, float16 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_fmin,,metal_math,5975
"float16 fmin3(float16 x, float16 y, float16 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_FMIN3__,builtin_direct,__metal_fmin3,,metal_math,5980
"float16 fmod(float16 x, float16 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_fmod,,metal_math,5985
float16 fract(float16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_fract,,metal_math,5989
"float16 frexp(float16 x, thread int16 &exp)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_frexp,,metal_math,5993
int16 ilogb(float16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_ilogb,,metal_math,5997
"float16 ldexp(float16 x, int16 k)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_ldexp,,metal_math,6001
float16 log(float16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_log,,metal_math,6005
